Abs(theta)	Type0		Type1		Type23
0.5		255		1		1
1.5		732		5		6
2.5		1233		10		7
3.5		1691		17		11
4.5		2183		26		20
5.5		2681		25		18
6.5		3165		41		25
7.5		3653		42		29
8.5		4134		41		26
9.5		4591		45		30
10.5		5098		48		35
11.5		5606		57		42
12.5		6055		64		43
13.5		6514		70		51
14.5		6943		87		56
15.5		7457		75		58
16.5		7935		98		66
17.5		8347		99		77
18.5		8883		84		65
19.5		9288		104		77
20.5		9725		115		93
21.5		10229		135		79
22.5		10618		147		95
23.5		11048		163		104
24.5		11456		165		110
25.5		11910		181		132
26.5		12326		166		133
27.5		12748		163		148
28.5		13184		195		126
29.5		13571		206		136
30.5		13978		189		138
31.5		14436		204		156
32.5		14804		212		172
33.5		15234		220		175
34.5		15557		245		174
35.5		15917		273		165
36.5		16316		280		198
37.5		16627		292		186
38.5		16967		309		208
39.5		17368		327		201
40.5		17710		356		195
41.5		18024		372		230
42.5		18285		402		249
43.5		18602		452		260
44.5		18906		418		280
45.5		19241		444		302
46.5		19553		456		257
47.5		19821		475		313
48.5		20144		516		300
49.5		20307		553		311
50.5		20724		523		315
51.5		20871		620		298
52.5		21160		623		310
53.5		21475		583		348
54.5		21564		658		361
55.5		21893		671		354
56.5		22144		689		368
57.5		22221		722		381
58.5		22512		743		419
59.5		22697		750		462
60.5		22826		772		439
61.5		23103		771		441
62.5		23190		790		455
63.5		23414		801		472
64.5		23463		826		500
65.5		23671		852		502
66.5		23785		836		522
67.5		23908		928		526
68.5		24023		905		500
69.5		24045		1022		536
70.5		24262		930		567
71.5		24340		1016		547
72.5		24496		1003		594
73.5		24586		1057		618
74.5		24561		1080		614
75.5		24707		1018		576
76.5		24782		1073		587
77.5		24948		1121		587
78.5		25051		1067		611
79.5		24906		1181		653
80.5		24967		1106		625
81.5		25121		1082		650
82.5		24984		1128		676
83.5		24748		1139		662
84.5		24665		1167		650
85.5		24925		1168		688
86.5		25104		1130		734
87.5		24574		1143		706
88.5		24043		1051		706
89.5		22972		1004		741
