Abs(theta)	Type0		Type1		Type23
0.5		246		4		5
1.5		742		5		10
2.5		1227		10		14
3.5		1736		19		16
4.5		2236		26		13
5.5		2732		34		18
6.5		3224		25		28
7.5		3697		39		33
8.5		4233		46		33
9.5		4720		54		36
10.5		5174		65		39
11.5		5622		70		44
12.5		6149		69		45
13.5		6633		62		44
14.5		7121		61		43
15.5		7571		86		54
16.5		8045		75		74
17.5		8508		99		74
18.5		8927		117		71
19.5		9483		115		77
20.5		9873		141		102
21.5		10384		125		94
22.5		10786		142		97
23.5		11272		153		100
24.5		11674		158		90
25.5		12107		170		112
26.5		12623		146		117
27.5		12973		165		138
28.5		13446		188		128
29.5		13783		202		128
30.5		14191		241		144
31.5		14569		232		168
32.5		15002		260		158
33.5		15394		265		162
34.5		15862		262		179
35.5		16186		277		172
36.5		16597		300		194
37.5		16939		332		202
38.5		17312		316		208
39.5		17684		321		201
40.5		17925		378		238
41.5		18328		385		250
42.5		18605		400		256
43.5		18909		391		263
44.5		19311		420		278
45.5		19627		466		267
46.5		19810		499		279
47.5		20151		456		321
48.5		20458		500		306
49.5		20776		527		334
50.5		21062		543		346
51.5		21174		567		379
52.5		21526		615		375
53.5		21686		601		396
54.5		21983		613		412
55.5		22232		638		410
56.5		22595		673		390
57.5		22722		713		355
58.5		22852		727		427
59.5		23078		756		416
60.5		23326		726		452
61.5		23378		748		457
62.5		23671		836		466
63.5		23745		851		470
64.5		23943		863		531
65.5		24065		902		530
66.5		24220		892		536
67.5		24429		908		534
68.5		24473		938		554
69.5		24487		986		569
70.5		24630		1023		612
71.5		24734		1012		600
72.5		24858		1027		573
73.5		24990		1066		607
74.5		25081		1001		602
75.5		25246		1035		589
76.5		25287		1046		599
77.5		25193		1109		636
78.5		25400		1088		638
79.5		25350		1083		655
80.5		25465		1111		637
81.5		25484		1139		702
82.5		25443		1118		667
83.5		25492		1190		714
84.5		25448		1121		732
85.5		25451		1162		714
86.5		25224		1202		723
87.5		25416		1151		796
88.5		25337		1185		781
89.5		24564		1130		744
