Abs(theta)	Type0		Type1		Type23
0.5		166		2		2
1.5		554		3		2
2.5		919		12		8
3.5		1237		7		14
4.5		1570		13		11
5.5		1882		24		12
6.5		2246		29		23
7.5		2583		34		18
8.5		3009		32		23
9.5		3290		28		21
10.5		3575		46		31
11.5		4014		47		26
12.5		4411		40		33
13.5		4854		46		39
14.5		5153		64		42
15.5		5472		56		47
16.5		5684		59		51
17.5		6019		59		44
18.5		6306		80		56
19.5		6811		76		56
20.5		7088		95		68
21.5		7454		92		80
22.5		7708		107		64
23.5		7962		101		83
24.5		8292		119		64
25.5		8589		110		71
26.5		8961		119		79
27.5		9328		120		89
28.5		9407		157		92
29.5		9797		160		86
30.5		10083		192		101
31.5		10411		185		103
32.5		10499		191		96
33.5		11119		179		111
34.5		11266		197		134
35.5		11506		202		128
36.5		11765		224		137
37.5		12074		229		146
38.5		12410		259		128
39.5		12411		241		128
40.5		13017		273		164
41.5		13042		256		155
42.5		13166		287		174
43.5		13306		279		189
44.5		13816		349		205
45.5		13822		300		170
46.5		14126		340		182
47.5		14295		343		200
48.5		14669		383		213
49.5		14758		403		217
50.5		14781		399		243
51.5		15231		464		251
52.5		15326		426		216
53.5		15544		479		241
54.5		15709		492		261
55.5		16113		482		247
56.5		16301		506		275
57.5		16112		503		298
58.5		16318		521		299
59.5		16767		563		311
60.5		16535		576		335
61.5		16671		594		305
62.5		16706		663		337
63.5		17008		608		328
64.5		17176		643		390
65.5		17235		631		364
66.5		17138		656		366
67.5		17331		720		385
68.5		17425		699		386
69.5		17678		711		412
70.5		17832		740		371
71.5		17505		743		400
72.5		17758		749		417
73.5		17977		726		429
74.5		17792		778		434
75.5		18074		762		404
76.5		17780		798		401
77.5		18138		832		450
78.5		18166		796		457
79.5		18291		872		482
80.5		18144		895		440
81.5		18136		823		438
82.5		18238		858		454
83.5		18230		857		480
84.5		18392		813		468
85.5		18120		835		554
86.5		18361		898		531
87.5		18180		886		479
88.5		18223		870		535
89.5		17503		824		520
