Abs(theta)	Type0		Type1		Type23
0.5		492		3		2
1.5		1497		13		10
2.5		2487		24		23
3.5		3514		28		28
4.5		4509		35		36
5.5		5468		47		44
6.5		6448		77		41
7.5		7450		83		59
8.5		8424		86		72
9.5		9372		85		70
10.5		10432		113		101
11.5		11382		123		82
12.5		12388		137		88
13.5		13301		165		118
14.5		14301		168		110
15.5		15236		145		132
16.5		16157		197		135
17.5		17086		214		172
18.5		18082		208		153
19.5		18958		253		162
20.5		19914		226		184
21.5		20821		269		196
22.5		21729		290		176
23.5		22636		310		191
24.5		23514		298		195
25.5		24365		338		233
26.5		25245		365		220
27.5		26140		365		270
28.5		26826		426		313
29.5		27738		433		287
30.5		28594		500		300
31.5		29399		466		308
32.5		30226		487		338
33.5		31046		530		318
34.5		31886		545		346
35.5		32644		562		354
36.5		33304		603		388
37.5		34063		656		390
38.5		34736		690		401
39.5		35601		689		410
40.5		36088		774		469
41.5		36748		805		420
42.5		37486		815		527
43.5		38162		913		496
44.5		38863		884		498
45.5		39321		991		490
46.5		40046		942		540
47.5		40673		970		558
48.5		41162		1066		600
49.5		41667		1109		627
50.5		42261		1142		648
51.5		42844		1231		643
52.5		43333		1222		719
53.5		43744		1289		727
54.5		44409		1278		696
55.5		44703		1361		826
56.5		45069		1438		771
57.5		45631		1500		810
58.5		46034		1511		807
59.5		46475		1526		821
60.5		46783		1596		840
61.5		47052		1674		928
62.5		47553		1697		888
63.5		47786		1853		915
64.5		48124		1793		942
65.5		48471		1802		1013
66.5		48735		1881		1016
67.5		48927		2045		1011
68.5		49315		1890		1087
69.5		49431		2028		1059
70.5		49723		1997		1098
71.5		49933		2090		1056
72.5		50110		2053		1107
73.5		50317		2159		1193
74.5		50466		2242		1168
75.5		50526		2254		1267
76.5		50650		2346		1169
77.5		51081		2152		1229
78.5		50902		2309		1219
79.5		51186		2312		1253
80.5		51371		2340		1256
81.5		51318		2312		1375
82.5		51153		2399		1320
83.5		51511		2386		1346
84.5		51446		2448		1382
85.5		51528		2418		1405
86.5		51412		2442		1416
87.5		51362		2382		1438
88.5		51212		2445		1507
89.5		49617		2422		1428
