Abs(theta)	Type0		Type1		Type23
0.5		242		3		3
1.5		754		6		10
2.5		1248		12		8
3.5		1751		14		14
4.5		2213		22		27
5.5		2749		13		14
6.5		3233		22		28
7.5		3718		32		40
8.5		4224		28		37
9.5		4671		50		42
10.5		5157		55		47
11.5		5642		65		50
12.5		6126		57		53
13.5		6613		79		56
14.5		7063		87		45
15.5		7573		88		75
16.5		8041		96		61
17.5		8546		89		66
18.5		8981		105		70
19.5		9428		130		84
20.5		9887		152		98
21.5		10335		119		110
22.5		10807		140		84
23.5		11221		161		89
24.5		11658		170		119
25.5		12152		143		101
26.5		12509		180		139
27.5		13004		178		129
28.5		13328		214		151
29.5		13788		203		149
30.5		14229		242		165
31.5		14622		265		155
32.5		15057		231		156
33.5		15378		274		173
34.5		15832		252		169
35.5		16236		283		180
36.5		16539		291		176
37.5		16944		302		197
38.5		17277		348		223
39.5		17605		299		216
40.5		17966		351		225
41.5		18297		376		211
42.5		18575		413		233
43.5		18972		390		270
44.5		19228		427		256
45.5		19548		437		292
46.5		19922		467		284
47.5		20222		486		291
48.5		20370		496		305
49.5		20784		521		319
50.5		20968		515		360
51.5		21206		614		332
52.5		21438		593		349
53.5		21677		611		388
54.5		22026		646		342
55.5		22251		640		370
56.5		22404		683		388
57.5		22643		751		449
58.5		22862		714		438
59.5		22974		772		405
60.5		23273		762		405
61.5		23395		776		446
62.5		23614		792		484
63.5		23697		874		493
64.5		23900		865		508
65.5		24013		903		532
66.5		24204		881		539
67.5		24248		909		556
68.5		24438		973		536
69.5		24575		999		510
70.5		24620		995		576
71.5		24639		1027		576
72.5		24979		946		579
73.5		24950		1049		593
74.5		25086		1012		625
75.5		25225		1054		618
76.5		25171		1091		629
77.5		25224		1073		605
78.5		25449		1113		620
79.5		25447		1123		652
80.5		25429		1110		680
81.5		25380		1149		659
82.5		25474		1140		628
83.5		25540		1210		654
84.5		25622		1169		691
85.5		25577		1136		720
86.5		25493		1204		743
87.5		24906		1178		755
88.5		25028		1123		707
89.5		24770		1123		722
