Abs(theta)	Type0		Type1		Type23
0.5		251		1		1
1.5		747		11		3
2.5		1267		12		13
3.5		1749		18		15
4.5		2229		19		12
5.5		2748		25		22
6.5		3218		35		29
7.5		3700		39		31
8.5		4191		41		38
9.5		4679		47		36
10.5		5204		52		37
11.5		5627		62		56
12.5		6159		71		42
13.5		6592		77		44
14.5		7111		77		66
15.5		7614		85		49
16.5		8036		118		47
17.5		8472		110		64
18.5		8919		112		77
19.5		9462		106		69
20.5		9890		113		98
21.5		10357		130		88
22.5		10793		139		79
23.5		11275		146		104
24.5		11678		163		119
25.5		12109		161		127
26.5		12585		184		137
27.5		12953		175		142
28.5		13347		227		125
29.5		13806		218		158
30.5		14184		233		163
31.5		14603		212		154
32.5		15057		275		156
33.5		15415		270		160
34.5		15848		277		180
35.5		16225		289		180
36.5		16601		290		193
37.5		16952		295		179
38.5		17294		299		216
39.5		17670		328		205
40.5		17921		372		239
41.5		18270		407		258
42.5		18530		410		232
43.5		18955		414		271
44.5		19357		436		255
45.5		19622		435		290
46.5		19919		458		291
47.5		20260		504		320
48.5		20475		506		318
49.5		20742		526		300
50.5		21056		568		309
51.5		21405		565		309
52.5		21576		592		378
53.5		21712		678		395
54.5		22063		657		358
55.5		22122		700		366
56.5		22418		688		389
57.5		22624		677		436
58.5		22831		708		438
59.5		23143		758		417
60.5		23288		748		470
61.5		23391		856		496
62.5		23589		827		461
63.5		23767		855		465
64.5		23932		876		451
65.5		24063		880		529
66.5		24212		871		514
67.5		24402		892		520
68.5		24460		929		571
69.5		24563		969		539
70.5		24800		924		549
71.5		24649		1039		538
72.5		24865		1068		594
73.5		24973		1016		589
74.5		24923		1052		616
75.5		25046		1072		622
76.5		25221		1048		594
77.5		25330		1099		620
78.5		25314		1104		629
79.5		25265		1152		683
80.5		25392		1194		616
81.5		25554		1070		668
82.5		25547		1114		713
83.5		25538		1143		701
84.5		25523		1202		711
85.5		25706		1184		753
86.5		25500		1157		758
87.5		25411		1151		785
88.5		25635		1179		758
89.5		24605		1131		759
