Abs(theta)	Type0		Type1		Type23
0.5		243		2		0
1.5		762		7		8
2.5		1249		11		10
3.5		1722		13		15
4.5		2220		22		21
5.5		2739		30		15
6.5		3207		32		24
7.5		3703		40		29
8.5		4224		43		32
9.5		4700		58		43
10.5		5147		59		30
11.5		5653		67		48
12.5		6141		74		47
13.5		6654		55		56
14.5		7141		68		61
15.5		7565		90		53
16.5		8046		76		53
17.5		8533		109		89
18.5		8990		94		65
19.5		9435		121		71
20.5		9903		127		101
21.5		10355		115		112
22.5		10806		134		100
23.5		11224		147		97
24.5		11639		182		125
25.5		12073		174		124
26.5		12581		179		120
27.5		12988		189		138
28.5		13419		199		124
29.5		13892		206		157
30.5		14192		200		142
31.5		14682		233		138
32.5		15002		276		150
33.5		15410		236		170
34.5		15786		252		186
35.5		16219		275		196
36.5		16562		302		173
37.5		16947		291		180
38.5		17307		319		179
39.5		17572		349		225
40.5		17939		358		247
41.5		18318		391		247
42.5		18611		385		252
43.5		18940		398		277
44.5		19303		444		273
45.5		19579		480		295
46.5		19930		442		307
47.5		20212		492		280
48.5		20454		502		297
49.5		20744		541		328
50.5		20927		545		336
51.5		21277		602		335
52.5		21501		571		390
53.5		21707		640		375
54.5		22032		619		370
55.5		22260		648		398
56.5		22538		651		391
57.5		22652		714		411
58.5		22743		791		416
59.5		22907		774		436
60.5		23322		754		424
61.5		23524		789		431
62.5		23570		824		475
63.5		23644		862		504
64.5		23816		858		532
65.5		24027		914		518
66.5		24154		943		541
67.5		24294		969		519
68.5		24420		984		545
69.5		24433		981		553
70.5		24698		940		593
71.5		24719		997		615
72.5		24799		1008		594
73.5		24904		1023		579
74.5		25046		1037		615
75.5		25187		1073		613
76.5		25305		1040		576
77.5		25282		1110		649
78.5		25244		1049		667
79.5		25456		1068		687
80.5		25338		1091		683
81.5		25430		1083		720
82.5		25382		1156		654
83.5		25382		1108		716
84.5		25381		1145		650
85.5		25286		1176		747
86.5		25292		1206		780
87.5		24941		1173		725
88.5		24585		1140		786
89.5		23424		1029		716
