Abs(theta)	Type0		Type1		Type23
0.5		254		2		0
1.5		752		4		9
2.5		1243		16		8
3.5		1730		20		14
4.5		2224		22		19
5.5		2721		29		22
6.5		3197		41		15
7.5		3687		35		32
8.5		4206		42		32
9.5		4693		59		41
10.5		5207		40		53
11.5		5649		64		52
12.5		6153		60		46
13.5		6598		78		40
14.5		7142		58		56
15.5		7594		91		52
16.5		8010		86		59
17.5		8526		100		67
18.5		8988		98		65
19.5		9437		114		85
20.5		9944		106		67
21.5		10363		138		87
22.5		10857		124		79
23.5		11219		151		110
24.5		11736		152		109
25.5		12071		183		115
26.5		12584		166		129
27.5		12978		203		138
28.5		13424		190		113
29.5		13871		201		131
30.5		14192		231		134
31.5		14621		253		150
32.5		15129		255		164
33.5		15453		255		163
34.5		15840		271		178
35.5		16125		309		172
36.5		16479		310		199
37.5		16923		324		212
38.5		17250		326		216
39.5		17648		316		205
40.5		17963		354		242
41.5		18288		376		258
42.5		18683		389		213
43.5		19008		388		244
44.5		19311		424		254
45.5		19561		469		264
46.5		19901		473		287
47.5		20127		492		297
48.5		20382		545		333
49.5		20798		509		346
50.5		20971		577		338
51.5		21315		521		355
52.5		21477		628		323
53.5		21805		631		390
54.5		22013		604		388
55.5		22199		671		392
56.5		22450		689		410
57.5		22626		671		453
58.5		22908		734		404
59.5		23018		782		431
60.5		23265		744		449
61.5		23429		778		468
62.5		23621		803		443
63.5		23905		829		457
64.5		23856		890		485
65.5		24082		887		529
66.5		24130		901		504
67.5		24309		949		539
68.5		24421		932		570
69.5		24678		937		544
70.5		24741		932		571
71.5		24806		1012		621
72.5		24938		1036		600
73.5		24991		1059		603
74.5		25097		1039		607
75.5		25110		1061		613
76.5		25136		1065		633
77.5		25244		1096		619
78.5		25412		1109		648
79.5		25403		1151		609
80.5		25492		1072		619
81.5		25461		1130		648
82.5		25452		1141		682
83.5		25433		1168		675
84.5		25688		1192		698
85.5		25557		1147		765
86.5		25418		1200		691
87.5		25584		1176		805
88.5		25506		1167		792
89.5		24680		1143		741
