Abs(theta)	Type0		Type1		Type23
0.5		247		5		2
1.5		756		5		6
2.5		1249		14		9
3.5		1752		20		6
4.5		2213		21		13
5.5		2728		33		20
6.5		3199		26		30
7.5		3698		36		31
8.5		4199		51		31
9.5		4654		55		41
10.5		5207		46		39
11.5		5668		65		40
12.5		6143		82		45
13.5		6620		78		50
14.5		7094		87		53
15.5		7542		88		62
16.5		8052		82		57
17.5		8510		101		85
18.5		8964		113		81
19.5		9388		125		87
20.5		9892		113		94
21.5		10321		130		105
22.5		10791		152		105
23.5		11215		153		119
24.5		11754		136		111
25.5		12065		174		107
26.5		12512		175		111
27.5		13024		172		122
28.5		13394		194		128
29.5		13851		203		165
30.5		14168		259		154
31.5		14630		203		144
32.5		14988		236		185
33.5		15360		281		186
34.5		15816		254		184
35.5		16223		276		179
36.5		16592		302		187
37.5		16986		278		206
38.5		17241		337		199
39.5		17648		316		204
40.5		17925		380		222
41.5		18270		368		251
42.5		18521		411		235
43.5		18996		403		255
44.5		19238		424		290
45.5		19563		446		278
46.5		19812		470		305
47.5		20145		463		315
48.5		20459		477		303
49.5		20712		512		334
50.5		21008		558		297
51.5		21203		565		349
52.5		21534		630		342
53.5		21655		602		370
54.5		21987		643		362
55.5		22183		653		381
56.5		22441		680		396
57.5		22665		673		410
58.5		22887		707		454
59.5		22996		757		428
60.5		23196		769		478
61.5		23417		809		452
62.5		23472		851		457
63.5		23671		882		468
64.5		23808		870		520
65.5		24045		858		492
66.5		24146		913		495
67.5		24360		892		490
68.5		24536		885		505
69.5		24576		992		535
70.5		24651		998		544
71.5		24724		995		567
72.5		24909		1022		566
73.5		24922		1019		595
74.5		25020		1067		625
75.5		25084		1103		583
76.5		25206		1084		631
77.5		25328		1130		660
78.5		25258		1164		623
79.5		25297		1104		626
80.5		25419		1111		704
81.5		25437		1142		664
82.5		25378		1182		687
83.5		25671		1137		649
84.5		25454		1230		716
85.5		25502		1163		695
86.5		25738		1165		785
87.5		24948		1098		746
88.5		25048		1152		730
89.5		24766		1184		758
