Abs(theta)	Type0		Type1		Type23
0.5		195		1		2
1.5		505		2		5
2.5		841		7		6
3.5		1201		19		8
4.5		1574		20		14
5.5		1950		17		14
6.5		2255		27		25
7.5		2617		27		19
8.5		2969		43		21
9.5		3397		34		27
10.5		3665		43		30
11.5		4072		40		24
12.5		4444		60		35
13.5		4687		57		33
14.5		5044		66		52
15.5		5348		66		39
16.5		5718		75		47
17.5		6078		64		47
18.5		6413		69		40
19.5		6797		97		60
20.5		7038		88		54
21.5		7200		115		58
22.5		7945		103		74
23.5		7907		108		75
24.5		8317		93		73
25.5		8558		137		68
26.5		8950		124		93
27.5		9137		120		87
28.5		9650		124		81
29.5		10003		150		94
30.5		10145		170		112
31.5		10199		172		106
32.5		10656		180		111
33.5		10909		200		106
34.5		11251		211		121
35.5		11543		220		153
36.5		11740		237		131
37.5		12041		217		136
38.5		12365		215		138
39.5		12548		256		132
40.5		12659		304		164
41.5		12861		276		170
42.5		13309		294		156
43.5		13306		325		161
44.5		13800		327		181
45.5		13654		311		196
46.5		14269		352		172
47.5		14490		351		197
48.5		14675		371		225
49.5		14739		413		223
50.5		14989		392		209
51.5		14863		436		234
52.5		15276		436		232
53.5		15223		456		226
54.5		15706		472		248
55.5		15890		470		238
56.5		15941		528		252
57.5		15924		523		294
58.5		16203		532		282
59.5		16456		565		285
60.5		16715		554		295
61.5		16497		586		333
62.5		16725		624		314
63.5		16944		594		324
64.5		16972		616		358
65.5		17207		642		336
66.5		17099		681		361
67.5		17373		687		344
68.5		17305		696		360
69.5		17273		654		344
70.5		17371		683		377
71.5		17571		779		395
72.5		17783		760		395
73.5		17806		786		411
74.5		17950		776		396
75.5		17834		784		439
76.5		18221		845		458
77.5		18157		776		476
78.5		18018		865		468
79.5		18220		834		411
80.5		18244		823		428
81.5		18122		793		465
82.5		17851		840		480
83.5		18244		826		521
84.5		18347		843		494
85.5		18000		829		516
86.5		18005		891		501
87.5		17705		855		520
88.5		17586		852		518
89.5		16646		812		494
