Abs(theta)	Type0		Type1		Type23
0.5		243		2		1
1.5		739		8		2
2.5		1230		15		12
3.5		1723		22		12
4.5		2229		27		16
5.5		2769		21		23
6.5		3224		25		28
7.5		3703		41		39
8.5		4218		31		34
9.5		4678		51		43
10.5		5205		45		37
11.5		5682		47		39
12.5		6145		55		61
13.5		6651		65		49
14.5		7089		83		69
15.5		7601		90		60
16.5		8065		101		61
17.5		8542		102		67
18.5		8958		110		84
19.5		9418		109		84
20.5		9860		137		83
21.5		10357		128		88
22.5		10787		128		88
23.5		11284		161		99
24.5		11670		155		121
25.5		12134		165		130
26.5		12601		173		122
27.5		12995		184		132
28.5		13437		187		137
29.5		13846		203		139
30.5		14285		233		151
31.5		14644		248		162
32.5		15117		198		142
33.5		15466		254		173
34.5		15919		251		173
35.5		16181		289		177
36.5		16582		271		189
37.5		16903		304		207
38.5		17279		315		224
39.5		17676		338		219
40.5		18009		340		201
41.5		18355		393		221
42.5		18646		409		237
43.5		19036		394		279
44.5		19342		421		225
45.5		19535		443		296
46.5		19871		484		291
47.5		20232		473		305
48.5		20391		521		342
49.5		20761		519		349
50.5		21041		553		340
51.5		21200		571		347
52.5		21472		613		329
53.5		21740		655		367
54.5		22036		651		404
55.5		22258		605		366
56.5		22328		654		396
57.5		22728		682		396
58.5		22765		709		408
59.5		23106		724		454
60.5		23304		752		450
61.5		23398		814		453
62.5		23533		821		485
63.5		23799		821		469
64.5		23987		849		526
65.5		24077		862		497
66.5		24122		914		545
67.5		24279		925		535
68.5		24511		927		545
69.5		24600		953		560
70.5		24695		941		565
71.5		24897		1025		592
72.5		24871		1008		590
73.5		24928		1044		591
74.5		25132		1067		599
75.5		25056		1089		622
76.5		25222		1067		625
77.5		25183		1187		635
78.5		25425		1068		654
79.5		25406		1097		691
80.5		25439		1107		662
81.5		25571		1122		727
82.5		25494		1137		675
83.5		25531		1186		714
84.5		25616		1173		719
85.5		25755		1165		727
86.5		25651		1230		715
87.5		25456		1172		781
88.5		25587		1179		825
89.5		24715		1105		764
