Abs(theta)	Type0		Type1		Type23
0.5		501		3		3
1.5		1495		16		11
2.5		2501		24		21
3.5		3528		31		30
4.5		4483		42		44
5.5		5552		61		45
6.5		6520		60		41
7.5		7491		80		76
8.5		8525		62		63
9.5		9473		105		81
10.5		10513		109		68
11.5		11435		133		86
12.5		12454		141		92
13.5		13396		137		118
14.5		14348		181		99
15.5		15318		152		107
16.5		16262		191		122
17.5		17184		216		133
18.5		18171		217		170
19.5		19090		219		175
20.5		20095		227		180
21.5		21000		246		164
22.5		21792		307		194
23.5		22726		283		234
24.5		23647		301		183
25.5		24490		354		255
26.5		25401		363		236
27.5		26183		394		245
28.5		27145		377		242
29.5		28018		410		268
30.5		28768		451		285
31.5		29556		486		307
32.5		30290		522		306
33.5		31148		505		301
34.5		31886		589		353
35.5		32692		601		367
36.5		33508		625		368
37.5		34207		651		382
38.5		34841		695		431
39.5		35650		715		417
40.5		36281		772		423
41.5		37035		857		440
42.5		37667		789		503
43.5		38340		867		481
44.5		38976		902		495
45.5		39516		942		569
46.5		40177		978		565
47.5		40822		1029		586
48.5		41466		1072		530
49.5		41751		1153		712
50.5		42443		1173		650
51.5		43008		1178		638
52.5		43480		1258		650
53.5		43868		1273		756
54.5		44592		1331		774
55.5		44906		1415		731
56.5		45354		1457		764
57.5		45967		1382		785
58.5		46091		1516		818
59.5		46627		1550		834
60.5		46941		1605		909
61.5		47454		1656		881
62.5		47813		1752		910
63.5		48078		1739		885
64.5		48364		1850		1016
65.5		48704		1934		994
66.5		48942		1899		948
67.5		49360		1986		1043
68.5		49510		2016		1092
69.5		49583		2016		1071
70.5		50033		1998		1085
71.5		50040		2108		1112
72.5		50496		2154		1145
73.5		50537		2198		1226
74.5		50813		2216		1167
75.5		50890		2269		1187
76.5		51140		2244		1210
77.5		51244		2254		1193
78.5		51271		2376		1213
79.5		51380		2376		1243
80.5		51429		2366		1291
81.5		51511		2388		1316
82.5		51472		2377		1305
83.5		51702		2407		1388
84.5		51395		2407		1393
85.5		51676		2446		1425
86.5		51670		2629		1440
87.5		51657		2415		1478
88.5		51641		2527		1441
89.5		49729		2372		1469
