Abs(theta)	Type0		Type1		Type23
0.5		500		3		2
1.5		1523		15		9
2.5		2511		18		13
3.5		3540		38		24
4.5		4483		56		34
5.5		5502		65		43
6.5		6493		71		50
7.5		7536		75		51
8.5		8503		91		69
9.5		9498		103		66
10.5		10456		129		74
11.5		11420		113		97
12.5		12417		123		104
13.5		13382		155		119
14.5		14414		167		103
15.5		15377		158		125
16.5		16289		206		110
17.5		17218		197		135
18.5		18157		181		151
19.5		19086		246		155
20.5		20021		275		159
21.5		20958		254		180
22.5		21856		286		172
23.5		22788		263		196
24.5		23588		303		206
25.5		24524		330		232
26.5		25358		318		261
27.5		26212		385		228
28.5		27077		414		250
29.5		27914		415		276
30.5		28818		458		275
31.5		29650		444		313
32.5		30398		507		323
33.5		31135		556		343
34.5		31923		564		336
35.5		32784		608		330
36.5		33409		647		375
37.5		34153		676		402
38.5		34916		687		410
39.5		35661		780		380
40.5		36386		748		415
41.5		37033		789		466
42.5		37632		865		520
43.5		38354		804		459
44.5		38945		889		528
45.5		39563		932		543
46.5		40136		986		610
47.5		40827		1012		557
48.5		41347		1125		574
49.5		41771		1101		630
50.5		42438		1134		628
51.5		42969		1126		649
52.5		43311		1261		655
53.5		43961		1267		676
54.5		44396		1351		747
55.5		44997		1337		731
56.5		45328		1379		814
57.5		45929		1468		769
58.5		46168		1546		869
59.5		46564		1578		819
60.5		47035		1589		874
61.5		47423		1655		876
62.5		47775		1630		925
63.5		47970		1710		943
64.5		48267		1791		989
65.5		48680		1798		955
66.5		48781		1964		1009
67.5		49048		1918		1067
68.5		49471		1935		1072
69.5		49716		2063		1044
70.5		49936		2068		1033
71.5		50109		2089		1153
72.5		50274		2094		1188
73.5		50456		2149		1165
74.5		50600		2211		1111
75.5		50865		2244		1202
76.5		50812		2328		1181
77.5		51122		2241		1260
78.5		51083		2349		1202
79.5		51263		2433		1305
80.5		51334		2412		1290
81.5		51448		2422		1284
82.5		51289		2409		1360
83.5		51439		2478		1384
84.5		51475		2336		1380
85.5		51311		2411		1378
86.5		51327		2403		1432
87.5		50451		2383		1473
88.5		49682		2259		1375
89.5		47327		2177		1341
