Abs(theta)	Type0		Type1		Type23
0.5		253		1		0
1.5		742		4		3
2.5		1247		10		7
3.5		1759		16		10
4.5		2228		24		24
5.5		2751		27		18
6.5		3226		32		31
7.5		3672		44		42
8.5		4208		44		35
9.5		4694		45		32
10.5		5181		51		47
11.5		5636		57		54
12.5		6160		60		46
13.5		6633		66		56
14.5		7077		82		70
15.5		7554		80		57
16.5		8069		85		75
17.5		8522		105		73
18.5		8981		114		73
19.5		9464		108		67
20.5		9935		121		85
21.5		10371		125		92
22.5		10847		143		102
23.5		11227		141		109
24.5		11734		144		102
25.5		12115		159		118
26.5		12561		181		110
27.5		12959		197		122
28.5		13430		157		144
29.5		13823		238		126
30.5		14160		246		135
31.5		14621		214		185
32.5		15050		218		178
33.5		15440		251		160
34.5		15797		260		166
35.5		16188		279		169
36.5		16486		295		202
37.5		16928		299		183
38.5		17278		327		206
39.5		17683		327		221
40.5		17940		376		219
41.5		18333		391		256
42.5		18599		394		238
43.5		18946		411		263
44.5		19308		437		264
45.5		19582		457		274
46.5		19774		451		301
47.5		20205		485		306
48.5		20501		535		304
49.5		20690		522		340
50.5		20890		582		353
51.5		21209		594		320
52.5		21530		573		355
53.5		21763		604		400
54.5		21984		625		363
55.5		22195		627		393
56.5		22417		679		409
57.5		22619		730		383
58.5		22884		725		436
59.5		23091		730		411
60.5		23238		759		517
61.5		23461		759		460
62.5		23557		832		472
63.5		23730		812		454
64.5		23914		808		490
65.5		24060		856		524
66.5		24178		880		546
67.5		24281		894		561
68.5		24487		937		520
69.5		24631		975		532
70.5		24706		942		548
71.5		24740		992		597
72.5		24821		989		591
73.5		25008		981		578
74.5		25083		1031		562
75.5		25115		1107		603
76.5		25163		1075		656
77.5		25240		1061		636
78.5		25428		1024		631
79.5		25343		1085		661
80.5		25368		1093		695
81.5		25526		1076		694
82.5		25479		1138		673
83.5		25530		1186		706
84.5		25468		1124		732
85.5		25265		1216		696
86.5		25373		1184		716
87.5		24865		1154		762
88.5		24577		1164		720
89.5		23332		1052		733
