Abs(theta)	Type0		Type1		Type23
0.5		250		2		2
1.5		736		7		2
2.5		1248		13		11
3.5		1729		15		18
4.5		2234		26		18
5.5		2698		23		21
6.5		3214		24		32
7.5		3695		42		27
8.5		4199		31		38
9.5		4687		48		44
10.5		5190		41		40
11.5		5660		64		37
12.5		6157		54		55
13.5		6663		70		54
14.5		7141		67		59
15.5		7581		90		78
16.5		8057		98		60
17.5		8491		106		69
18.5		9016		105		74
19.5		9449		108		92
20.5		9933		125		96
21.5		10289		122		98
22.5		10813		131		105
23.5		11250		152		122
24.5		11664		178		103
25.5		12159		154		112
26.5		12546		166		146
27.5		12958		176		127
28.5		13396		199		124
29.5		13773		215		177
30.5		14233		231		134
31.5		14659		226		148
32.5		14958		251		171
33.5		15506		228		145
34.5		15832		267		187
35.5		16158		284		178
36.5		16583		323		187
37.5		16887		316		183
38.5		17286		337		214
39.5		17617		325		226
40.5		17998		343		226
41.5		18334		371		216
42.5		18717		394		233
43.5		18900		405		257
44.5		19306		415		243
45.5		19523		441		290
46.5		19924		467		271
47.5		20191		496		278
48.5		20467		494		318
49.5		20669		534		310
50.5		20925		574		335
51.5		21218		578		367
52.5		21521		595		364
53.5		21782		582		365
54.5		21913		668		356
55.5		22289		659		372
56.5		22437		686		385
57.5		22596		723		402
58.5		22808		769		393
59.5		23075		774		423
60.5		23197		774		427
61.5		23391		842		467
62.5		23548		808		454
63.5		23764		868		436
64.5		23942		845		466
65.5		23948		918		492
66.5		24275		851		502
67.5		24281		937		522
68.5		24336		924		534
69.5		24681		956		540
70.5		24704		917		551
71.5		24813		1007		625
72.5		24937		971		576
73.5		24885		1025		632
74.5		25020		1072		622
75.5		25096		1041		622
76.5		25225		1043		657
77.5		25231		1109		674
78.5		25350		1062		615
79.5		25280		1115		677
80.5		25320		1123		699
81.5		25399		1158		673
82.5		25373		1139		690
83.5		25434		1144		682
84.5		25223		1200		698
85.5		25354		1098		698
86.5		25366		1130		713
87.5		24947		1112		743
88.5		24390		1124		733
89.5		23144		1049		742
