Abs(theta)	Type0		Type1		Type23
0.5		187		0		2
1.5		554		7		2
2.5		874		7		8
3.5		1321		11		9
4.5		1600		16		11
5.5		1929		22		15
6.5		2275		14		13
7.5		2656		28		24
8.5		2970		27		20
9.5		3390		51		33
10.5		3745		35		20
11.5		4046		32		34
12.5		4421		39		40
13.5		4610		41		33
14.5		5064		57		35
15.5		5236		72		47
16.5		5758		66		44
17.5		6109		73		50
18.5		6359		71		70
19.5		6808		76		54
20.5		6895		80		60
21.5		7417		101		60
22.5		7733		114		54
23.5		7929		111		71
24.5		8339		107		69
25.5		8562		105		89
26.5		8887		123		61
27.5		9353		147		83
28.5		9323		152		88
29.5		9882		164		81
30.5		10030		173		107
31.5		10384		145		89
32.5		10502		176		123
33.5		10964		206		121
34.5		10892		190		129
35.5		11463		212		131
36.5		11783		248		121
37.5		12087		245		147
38.5		12348		245		124
39.5		12632		238		156
40.5		13015		266		133
41.5		12971		297		179
42.5		13283		293		180
43.5		13569		345		167
44.5		13751		337		184
45.5		13985		302		185
46.5		14028		346		199
47.5		14398		336		237
48.5		14459		366		198
49.5		14590		365		215
50.5		14916		421		237
51.5		14861		436		228
52.5		15278		434		241
53.5		15385		461		238
54.5		15582		455		226
55.5		15627		494		268
56.5		15798		484		256
57.5		16037		520		294
58.5		16412		492		268
59.5		16300		515		293
60.5		16369		566		313
61.5		16608		617		308
62.5		16602		553		314
63.5		16812		606		329
64.5		16903		654		328
65.5		17178		686		372
66.5		17035		637		360
67.5		17319		673		328
68.5		17597		728		354
69.5		17442		694		392
70.5		17670		706		389
71.5		17466		766		411
72.5		17456		706		414
73.5		17842		778		405
74.5		17689		742		449
75.5		17918		767		431
76.5		17874		742		402
77.5		17678		806		440
78.5		18042		875		412
79.5		18081		807		419
80.5		17939		823		421
81.5		18117		847		433
82.5		18286		810		463
83.5		18100		867		477
84.5		18120		857		463
85.5		18031		823		475
86.5		18147		857		521
87.5		17661		864		482
88.5		17293		831		505
89.5		16722		783		458
