Abs(theta)	Type0		Type1		Type23
0.5		245		2		4
1.5		736		10		2
2.5		1216		14		10
3.5		1734		14		13
4.5		2215		23		18
5.5		2688		28		22
6.5		3212		29		26
7.5		3672		28		39
8.5		4149		41		33
9.5		4647		43		43
10.5		5108		45		45
11.5		5622		33		34
12.5		6080		62		52
13.5		6541		78		44
14.5		7025		69		69
15.5		7527		85		48
16.5		8043		90		67
17.5		8456		82		86
18.5		8904		104		77
19.5		9312		123		87
20.5		9787		126		85
21.5		10263		127		96
22.5		10689		146		112
23.5		11124		148		94
24.5		11620		153		124
25.5		12042		149		140
26.5		12419		175		129
27.5		12801		189		141
28.5		13251		181		163
29.5		13733		184		144
30.5		14151		193		150
31.5		14475		235		174
32.5		14916		248		152
33.5		15299		257		159
34.5		15650		262		188
35.5		15980		258		186
36.5		16426		297		183
37.5		16704		322		192
38.5		17192		282		183
39.5		17431		358		249
40.5		17879		327		226
41.5		18112		369		244
42.5		18504		415		238
43.5		18773		400		255
44.5		19011		443		262
45.5		19356		440		277
46.5		19710		449		262
47.5		20106		441		275
48.5		20267		545		294
49.5		20582		499		327
50.5		20819		538		313
51.5		21066		559		373
52.5		21285		586		365
53.5		21662		584		338
54.5		21708		643		371
55.5		22015		699		367
56.5		21984		777		413
57.5		22259		750		413
58.5		22674		678		423
59.5		22842		727		419
60.5		22944		812		455
61.5		23272		788		459
62.5		23407		798		476
63.5		23493		867		503
64.5		23570		871		500
65.5		23816		867		520
66.5		24033		883		458
67.5		24089		941		494
68.5		24191		977		537
69.5		24309		952		604
70.5		24431		965		535
71.5		24467		1004		606
72.5		24671		1037		595
73.5		24703		1035		548
74.5		24745		1037		627
75.5		24912		1093		627
76.5		24961		1056		655
77.5		25086		1108		629
78.5		25083		1096		659
79.5		25185		1083		660
80.5		25166		1085		680
81.5		25276		1143		689
82.5		25178		1132		729
83.5		25315		1168		678
84.5		25387		1120		727
85.5		25224		1187		724
86.5		25317		1161		775
87.5		25122		1164		764
88.5		25251		1141		747
89.5		24343		1091		741
