Abs(theta)	Type0		Type1		Type23
0.5		243		3		2
1.5		739		5		12
2.5		1250		8		10
3.5		1733		20		11
4.5		2250		22		13
5.5		2727		38		30
6.5		3217		28		23
7.5		3715		41		31
8.5		4177		58		35
9.5		4708		51		31
10.5		5184		58		46
11.5		5637		72		47
12.5		6143		56		61
13.5		6617		70		55
14.5		7134		89		70
15.5		7581		66		78
16.5		8056		81		64
17.5		8512		112		73
18.5		9003		96		79
19.5		9420		113		86
20.5		9889		139		81
21.5		10354		126		90
22.5		10782		136		98
23.5		11231		146		85
24.5		11725		154		99
25.5		12170		163		113
26.5		12559		179		121
27.5		13000		191		120
28.5		13358		189		143
29.5		13899		186		153
30.5		14224		201		153
31.5		14615		228		153
32.5		15096		232		140
33.5		15482		244		159
34.5		15787		291		181
35.5		16140		270		183
36.5		16533		268		201
37.5		16988		311		189
38.5		17278		317		208
39.5		17609		339		245
40.5		18011		355		221
41.5		18327		335		256
42.5		18686		414		267
43.5		18943		408		262
44.5		19321		413		281
45.5		19559		485		277
46.5		19759		498		286
47.5		20190		497		288
48.5		20523		505		307
49.5		20687		529		345
50.5		21007		551		336
51.5		21271		542		322
52.5		21493		596		347
53.5		21691		632		397
54.5		21998		644		393
55.5		22267		662		367
56.5		22423		686		421
57.5		22649		732		408
58.5		22815		716		401
59.5		23133		703		440
60.5		23119		839		458
61.5		23495		797		454
62.5		23613		826		506
63.5		23825		884		474
64.5		23972		840		460
65.5		24114		923		541
66.5		24183		937		537
67.5		24296		917		539
68.5		24499		953		543
69.5		24639		949		556
70.5		24604		1017		549
71.5		24775		1036		575
72.5		24929		997		562
73.5		25024		1059		617
74.5		25151		1064		618
75.5		25129		1112		591
76.5		25072		1155		643
77.5		25351		1082		612
78.5		25376		1075		639
79.5		25373		1134		603
80.5		25354		1193		694
81.5		25374		1143		698
82.5		25545		1149		679
83.5		25420		1135		708
84.5		25548		1120		713
85.5		25408		1152		727
86.5		25436		1154		732
87.5		25661		1197		763
88.5		25507		1189		816
89.5		24513		1125		769
