Abs(theta)	Type0		Type1		Type23
0.5		151		6		0
1.5		500		6		2
2.5		839		5		7
3.5		1152		10		12
4.5		1488		13		15
5.5		1785		19		11
6.5		2178		26		13
7.5		2524		32		29
8.5		2677		24		22
9.5		3179		39		29
10.5		3423		38		21
11.5		3787		49		28
12.5		4083		55		34
13.5		4446		38		44
14.5		4731		36		39
15.5		5007		49		49
16.5		5427		67		47
17.5		5678		59		37
18.5		6093		66		37
19.5		6336		73		58
20.5		6634		99		46
21.5		7027		77		76
22.5		7072		100		66
23.5		7571		106		72
24.5		7829		107		71
25.5		7941		118		69
26.5		8352		135		88
27.5		8684		132		76
28.5		8870		152		85
29.5		9050		138		96
30.5		9540		164		81
31.5		9679		177		90
32.5		10010		171		79
33.5		10208		158		114
34.5		10446		193		117
35.5		10686		184		130
36.5		11076		231		140
37.5		11069		203		113
38.5		11602		216		132
39.5		11947		240		141
40.5		11877		247		153
41.5		12200		254		158
42.5		12374		253		134
43.5		12583		283		145
44.5		12841		293		178
45.5		12949		316		200
46.5		13378		312		166
47.5		13281		312		188
48.5		13579		390		229
49.5		13798		347		208
50.5		13859		397		206
51.5		14232		375		239
52.5		14439		395		201
53.5		14382		420		233
54.5		14795		440		218
55.5		14835		479		270
56.5		14716		464		264
57.5		14975		501		273
58.5		15179		526		254
59.5		15364		521		272
60.5		15459		553		291
61.5		15347		492		319
62.5		15755		604		312
63.5		15735		592		344
64.5		16004		604		328
65.5		15729		647		318
66.5		15989		638		334
67.5		16120		599		338
68.5		16336		657		368
69.5		16118		692		350
70.5		16416		636		381
71.5		16506		675		373
72.5		16483		699		404
73.5		16670		730		337
74.5		16575		735		350
75.5		16776		746		384
76.5		16825		747		419
77.5		16683		761		421
78.5		16591		804		418
79.5		16891		778		436
80.5		17018		783		431
81.5		16918		803		436
82.5		16779		793		449
83.5		16869		783		427
84.5		17061		831		456
85.5		16736		762		460
86.5		16948		790		499
87.5		16695		834		479
88.5		16924		839		474
89.5		16305		816		451
