Abs(theta)	Type0		Type1		Type23
0.5		250		3		3
1.5		746		9		5
2.5		1243		6		9
3.5		1750		16		13
4.5		2247		31		14
5.5		2713		23		21
6.5		3214		28		32
7.5		3708		40		24
8.5		4202		43		37
9.5		4728		42		41
10.5		5178		61		58
11.5		5696		60		41
12.5		6155		66		42
13.5		6635		68		55
14.5		7069		91		64
15.5		7561		92		71
16.5		8074		86		70
17.5		8536		90		79
18.5		9035		97		78
19.5		9466		106		74
20.5		9898		114		100
21.5		10344		124		98
22.5		10800		133		76
23.5		11277		149		91
24.5		11661		143		119
25.5		12139		187		126
26.5		12597		142		132
27.5		12985		184		132
28.5		13428		171		145
29.5		13836		219		134
30.5		14232		203		123
31.5		14563		228		152
32.5		15021		240		143
33.5		15455		253		164
34.5		15840		284		188
35.5		16191		301		181
36.5		16622		275		179
37.5		16949		335		188
38.5		17285		330		209
39.5		17605		323		219
40.5		17955		380		191
41.5		18319		388		247
42.5		18624		400		254
43.5		18904		441		275
44.5		19302		407		272
45.5		19655		454		269
46.5		19835		495		303
47.5		20268		491		289
48.5		20480		503		284
49.5		20777		523		284
50.5		20907		591		333
51.5		21249		579		332
52.5		21474		568		364
53.5		21854		577		355
54.5		22097		618		360
55.5		22206		674		430
56.5		22449		689		425
57.5		22587		716		407
58.5		22828		731		437
59.5		23047		772		435
60.5		23280		748		415
61.5		23504		766		459
62.5		23560		872		484
63.5		23811		824		500
64.5		23913		865		496
65.5		24077		862		505
66.5		24237		920		503
67.5		24375		918		500
68.5		24387		975		534
69.5		24620		939		552
70.5		24741		1014		558
71.5		24831		1011		585
72.5		24875		1035		635
73.5		24899		1084		569
74.5		25122		1086		591
75.5		25179		1048		603
76.5		25237		1075		605
77.5		25218		1084		637
78.5		25307		1135		662
79.5		25465		1136		644
80.5		25439		1068		657
81.5		25399		1090		663
82.5		25557		1136		704
83.5		25458		1184		685
84.5		25569		1106		769
85.5		25552		1097		767
86.5		25545		1130		718
87.5		25390		1171		793
88.5		25574		1221		798
89.5		24700		1144		756
