Abs(theta)	Type0		Type1		Type23
0.5		500		8		3
1.5		1505		9		9
2.5		2517		24		21
3.5		3513		41		26
4.5		4482		52		34
5.5		5500		59		38
6.5		6476		65		40
7.5		7530		74		45
8.5		8476		96		57
9.5		9509		102		65
10.5		10482		105		96
11.5		11398		144		92
12.5		12397		141		96
13.5		13367		124		115
14.5		14318		159		116
15.5		15285		182		141
16.5		16249		166		137
17.5		17195		211		142
18.5		18099		208		128
19.5		19103		231		156
20.5		19923		271		186
21.5		20955		249		195
22.5		21790		303		214
23.5		22671		335		197
24.5		23614		329		207
25.5		24541		340		242
26.5		25344		375		261
27.5		26191		400		232
28.5		27060		384		269
29.5		27886		439		273
30.5		28731		489		294
31.5		29586		488		330
32.5		30340		502		322
33.5		31265		505		334
34.5		31935		589		342
35.5		32698		599		368
36.5		33502		595		358
37.5		34151		703		373
38.5		34933		672		397
39.5		35516		762		435
40.5		36273		761		439
41.5		37050		777		437
42.5		37680		843		494
43.5		38290		855		519
44.5		38956		908		522
45.5		39604		938		569
46.5		40124		1022		568
47.5		40783		1074		569
48.5		41303		1037		587
49.5		41930		1089		590
50.5		42358		1216		619
51.5		42924		1177		663
52.5		43455		1233		673
53.5		44078		1282		674
54.5		44455		1359		731
55.5		44909		1338		765
56.5		45304		1464		777
57.5		45690		1465		810
58.5		46348		1483		771
59.5		46665		1594		824
60.5		46878		1567		876
61.5		47446		1631		926
62.5		47698		1708		868
63.5		48102		1794		925
64.5		48319		1787		962
65.5		48447		1881		1005
66.5		48912		1952		971
67.5		49167		1950		1028
68.5		49544		1954		1025
69.5		49635		2065		1071
70.5		49816		2046		1069
71.5		50078		2115		1147
72.5		50306		2152		1112
73.5		50536		2207		1103
74.5		50538		2220		1203
75.5		50959		2165		1132
76.5		51120		2258		1195
77.5		51052		2308		1204
78.5		51213		2336		1350
79.5		51467		2270		1296
80.5		51335		2457		1242
81.5		51364		2348		1348
82.5		51494		2421		1309
83.5		51624		2410		1381
84.5		51647		2419		1296
85.5		52019		2522		1313
86.5		52086		2457		1532
87.5		50483		2419		1452
88.5		50561		2355		1536
89.5		50282		2265		1412
