Abs(theta)	Type0		Type1		Type23
0.5		491		6		2
1.5		1496		19		10
2.5		2516		21		19
3.5		3519		32		26
4.5		4494		56		35
5.5		5477		50		48
6.5		6493		72		52
7.5		7487		74		44
8.5		8508		90		59
9.5		9426		112		59
10.5		10463		108		78
11.5		11465		120		88
12.5		12453		128		83
13.5		13326		141		111
14.5		14309		153		131
15.5		15342		168		117
16.5		16241		190		134
17.5		17180		208		149
18.5		18199		193		162
19.5		19107		238		163
20.5		20043		242		176
21.5		20875		289		185
22.5		21890		276		191
23.5		22701		295		188
24.5		23639		326		228
25.5		24477		351		219
26.5		25341		389		239
27.5		26294		376		239
28.5		27059		419		249
29.5		27978		411		267
30.5		28728		452		289
31.5		29518		511		314
32.5		30461		451		320
33.5		31231		485		310
34.5		31900		556		362
35.5		32681		559		399
36.5		33384		636		380
37.5		34223		606		411
38.5		34883		697		414
39.5		35555		755		416
40.5		36446		711		409
41.5		36990		752		481
42.5		37662		831		454
43.5		38307		907		499
44.5		38923		894		490
45.5		39555		934		544
46.5		40277		984		562
47.5		40728		1010		568
48.5		41215		1102		609
49.5		41842		1141		623
50.5		42442		1176		643
51.5		43031		1140		630
52.5		43362		1229		688
53.5		43988		1302		708
54.5		44300		1351		712
55.5		45011		1306		731
56.5		45390		1440		764
57.5		45634		1487		839
58.5		46082		1576		851
59.5		46592		1572		816
60.5		47044		1598		870
61.5		47214		1633		887
62.5		47612		1662		919
63.5		48052		1757		898
64.5		48345		1739		977
65.5		48688		1824		951
66.5		48874		1879		1029
67.5		49243		1920		945
68.5		49451		1995		1000
69.5		49641		2040		1083
70.5		49939		2016		1069
71.5		50140		2071		1151
72.5		50280		2157		1108
73.5		50628		2207		1167
74.5		50691		2241		1156
75.5		50879		2180		1256
76.5		50962		2330		1226
77.5		51089		2199		1228
78.5		51427		2235		1201
79.5		51370		2276		1221
80.5		51268		2362		1288
81.5		51591		2345		1302
82.5		51545		2387		1356
83.5		51607		2316		1322
84.5		51495		2420		1424
85.5		51617		2484		1419
86.5		51712		2418		1422
87.5		50595		2356		1464
88.5		50622		2334		1432
89.5		50380		2383		1406
