Abs(theta)	Type0		Type1		Type23
0.5		248		2		2
1.5		754		4		6
2.5		1253		6		7
3.5		1747		12		12
4.5		2227		22		21
5.5		2732		34		14
6.5		3213		37		20
7.5		3703		33		31
8.5		4211		45		28
9.5		4711		44		29
10.5		5159		69		42
11.5		5657		59		54
12.5		6208		53		50
13.5		6622		75		52
14.5		7110		77		61
15.5		7564		71		67
16.5		8029		82		81
17.5		8505		110		69
18.5		9011		91		87
19.5		9418		114		84
20.5		9900		124		101
21.5		10416		115		86
22.5		10868		128		103
23.5		11242		137		110
24.5		11647		139		122
25.5		12089		153		130
26.5		12536		176		100
27.5		13002		174		140
28.5		13428		184		132
29.5		13848		204		119
30.5		14268		212		174
31.5		14629		252		154
32.5		14982		249		184
33.5		15425		255		188
34.5		15812		280		170
35.5		16166		281		194
36.5		16602		324		202
37.5		16846		329		202
38.5		17324		327		212
39.5		17624		342		245
40.5		17942		339		250
41.5		18327		382		249
42.5		18725		384		255
43.5		18941		423		261
44.5		19261		443		246
45.5		19636		433		271
46.5		19902		492		295
47.5		20170		543		300
48.5		20379		526		294
49.5		20740		536		319
50.5		21034		541		344
51.5		21286		552		350
52.5		21506		637		362
53.5		21759		627		381
54.5		21983		568		423
55.5		22178		665		392
56.5		22401		668		430
57.5		22684		664		424
58.5		22918		738		440
59.5		23119		692		465
60.5		23265		755		441
61.5		23348		842		447
62.5		23699		760		492
63.5		23720		875		502
64.5		23934		856		501
65.5		24041		922		505
66.5		24228		925		530
67.5		24390		948		511
68.5		24485		918		537
69.5		24532		1029		575
70.5		24699		1030		554
71.5		24814		1027		607
72.5		24910		1058		629
73.5		25037		1019		609
74.5		25125		1027		618
75.5		25255		1020		625
76.5		25272		1082		633
77.5		25223		1146		661
78.5		25509		1085		616
79.5		25366		1088		634
80.5		25429		1111		701
81.5		25330		1143		702
82.5		25498		1157		725
83.5		25423		1102		689
84.5		25515		1196		733
85.5		25519		1204		741
86.5		25632		1169		781
87.5		25465		1162		784
88.5		25351		1232		825
89.5		24607		1164		810
