Abs(theta)	Type0		Type1		Type23
0.5		249		1		1
1.5		741		4		7
2.5		1230		14		15
3.5		1737		14		10
4.5		2213		25		23
5.5		2716		29		16
6.5		3211		39		30
7.5		3708		39		36
8.5		4207		42		20
9.5		4691		51		46
10.5		5186		47		34
11.5		5634		52		56
12.5		6108		70		56
13.5		6637		81		53
14.5		7055		86		67
15.5		7602		68		57
16.5		8105		72		70
17.5		8525		90		70
18.5		8974		114		87
19.5		9473		99		84
20.5		9893		127		93
21.5		10338		117		95
22.5		10792		126		101
23.5		11289		145		106
24.5		11707		151		111
25.5		12134		167		97
26.5		12569		180		98
27.5		12991		215		123
28.5		13400		215		138
29.5		13813		200		149
30.5		14222		222		168
31.5		14605		230		165
32.5		14979		243		154
33.5		15416		239		188
34.5		15809		261		198
35.5		16263		293		199
36.5		16580		288		177
37.5		16870		362		203
38.5		17216		366		208
39.5		17643		347		214
40.5		17903		376		222
41.5		18347		375		238
42.5		18599		373		244
43.5		18963		445		264
44.5		19216		462		274
45.5		19416		460		298
46.5		19927		452		259
47.5		20163		509		291
48.5		20437		497		325
49.5		20765		524		285
50.5		21013		548		308
51.5		21339		590		340
52.5		21560		600		341
53.5		21706		611		366
54.5		21995		661		361
55.5		22176		661		402
56.5		22503		657		398
57.5		22629		695		398
58.5		22945		713		396
59.5		23053		740		423
60.5		23261		820		437
61.5		23364		790		466
62.5		23600		812		486
63.5		23688		816		465
64.5		23862		817		520
65.5		23993		874		520
66.5		24077		929		536
67.5		24428		981		472
68.5		24437		961		557
69.5		24609		951		571
70.5		24711		979		580
71.5		24699		984		588
72.5		24787		1028		630
73.5		25031		1063		591
74.5		25083		1077		598
75.5		25132		1065		579
76.5		25112		1136		604
77.5		25348		1038		623
78.5		25285		1110		647
79.5		25440		1075		669
80.5		25346		1113		685
81.5		25527		1131		685
82.5		25380		1200		669
83.5		25449		1151		661
84.5		25298		1166		683
85.5		25305		1072		736
86.5		25306		1137		766
87.5		25017		1099		714
88.5		24388		1141		711
89.5		23315		1142		756
