Abs(theta)	Type0		Type1		Type23
0.5		163		0		3
1.5		512		3		6
2.5		879		6		10
3.5		1256		11		7
4.5		1577		17		19
5.5		1944		22		15
6.5		2232		24		13
7.5		2599		27		18
8.5		2932		30		25
9.5		3308		41		19
10.5		3607		36		32
11.5		3946		56		30
12.5		4345		40		28
13.5		4679		53		41
14.5		5169		62		45
15.5		5465		57		45
16.5		5532		70		51
17.5		6032		67		55
18.5		6355		84		57
19.5		6665		97		50
20.5		6979		83		62
21.5		7238		109		62
22.5		7726		99		52
23.5		8063		108		67
24.5		8441		116		70
25.5		8537		134		86
26.5		9168		125		108
27.5		9217		141		73
28.5		9420		143		77
29.5		9849		138		86
30.5		10049		195		79
31.5		10280		171		115
32.5		10650		165		98
33.5		11135		193		150
34.5		11125		201		127
35.5		11605		189		153
36.5		11921		235		128
37.5		12240		213		140
38.5		12359		236		119
39.5		12571		259		145
40.5		12923		293		176
41.5		13116		254		159
42.5		13342		235		173
43.5		13584		299		167
44.5		13584		302		180
45.5		13715		330		201
46.5		14120		364		200
47.5		14375		367		224
48.5		14896		386		199
49.5		14832		377		210
50.5		15062		405		224
51.5		15261		423		243
52.5		15632		394		243
53.5		15399		481		247
54.5		15566		453		253
55.5		15630		434		279
56.5		15968		514		280
57.5		15867		470		263
58.5		16409		555		277
59.5		16334		593		306
60.5		16726		567		285
61.5		16413		575		354
62.5		16604		617		319
63.5		16872		633		318
64.5		16648		606		356
65.5		17093		680		369
66.5		17192		680		348
67.5		17249		655		360
68.5		17202		719		381
69.5		17538		697		394
70.5		17701		775		399
71.5		17639		726		349
72.5		17723		735		388
73.5		17615		741		419
74.5		17858		762		385
75.5		17846		798		409
76.5		17946		777		428
77.5		17949		807		432
78.5		17859		808		449
79.5		18181		753		397
80.5		18095		821		453
81.5		18053		848		462
82.5		18002		846		447
83.5		18388		827		456
84.5		18225		850		466
85.5		17985		815		474
86.5		18265		839		530
87.5		17839		872		526
88.5		17738		809		483
89.5		17659		839		528
