Abs(theta)	Type0		Type1		Type23
0.5		502		3		6
1.5		1507		18		10
2.5		2507		25		16
3.5		3539		33		25
4.5		4503		43		39
5.5		5506		64		29
6.5		6499		58		51
7.5		7528		72		53
8.5		8496		78		51
9.5		9484		89		87
10.5		10484		115		67
11.5		11406		136		86
12.5		12372		152		114
13.5		13377		172		112
14.5		14292		162		112
15.5		15331		173		135
16.5		16248		220		144
17.5		17226		210		137
18.5		18102		210		161
19.5		19078		240		177
20.5		19978		254		172
21.5		20862		278		217
22.5		21834		302		196
23.5		22743		334		213
24.5		23604		353		192
25.5		24525		329		225
26.5		25401		391		238
27.5		26203		379		262
28.5		27178		368		266
29.5		27939		445		272
30.5		28763		475		307
31.5		29547		434		330
32.5		30389		504		343
33.5		31120		542		359
34.5		31986		541		326
35.5		32774		554		313
36.5		33439		595		375
37.5		34196		591		444
38.5		34907		697		431
39.5		35617		735		413
40.5		36319		749		449
41.5		37065		797		478
42.5		37719		828		460
43.5		38319		825		523
44.5		38935		891		492
45.5		39615		951		506
46.5		40139		995		600
47.5		40700		1042		602
48.5		41363		1080		562
49.5		41940		1068		629
50.5		42412		1194		640
51.5		43027		1121		649
52.5		43480		1256		678
53.5		44052		1256		689
54.5		44461		1328		763
55.5		45158		1300		720
56.5		45513		1400		717
57.5		45840		1473		775
58.5		46341		1518		778
59.5		46571		1536		883
60.5		46932		1611		901
61.5		47448		1606		873
62.5		47603		1766		879
63.5		48114		1717		915
64.5		48494		1819		926
65.5		48596		1906		1035
66.5		48918		1933		1027
67.5		49139		1950		1084
68.5		49480		2004		1045
69.5		49677		2060		1071
70.5		49920		1995		1127
71.5		50217		2053		1124
72.5		50451		2196		1144
73.5		50494		2202		1132
74.5		50648		2294		1190
75.5		50894		2263		1228
76.5		51126		2232		1253
77.5		51143		2218		1304
78.5		51353		2311		1238
79.5		51323		2349		1281
80.5		51638		2336		1267
81.5		51428		2424		1275
82.5		51557		2433		1296
83.5		51630		2390		1376
84.5		51504		2469		1377
85.5		51553		2560		1436
86.5		51495		2412		1421
87.5		51638		2492		1483
88.5		51530		2595		1502
89.5		49558		2423		1406
