Abs(theta)	Type0		Type1		Type23
0.5		165		1		1
1.5		494		5		4
2.5		893		8		1
3.5		1235		8		7
4.5		1598		17		11
5.5		1978		16		19
6.5		2303		24		16
7.5		2621		35		20
8.5		2963		31		29
9.5		3325		38		19
10.5		3691		50		32
11.5		3911		51		27
12.5		4464		52		44
13.5		4738		59		34
14.5		5052		59		36
15.5		5532		60		43
16.5		5756		55		41
17.5		5947		67		42
18.5		6388		69		60
19.5		6677		75		56
20.5		7074		83		57
21.5		7537		93		74
22.5		7682		110		59
23.5		7977		135		94
24.5		8350		119		72
25.5		8620		95		94
26.5		9047		135		69
27.5		9313		131		99
28.5		9427		133		85
29.5		9922		150		108
30.5		10313		150		97
31.5		10376		153		114
32.5		10768		157		104
33.5		11199		189		112
34.5		11090		207		126
35.5		11437		198		157
36.5		11893		232		151
37.5		12117		224		170
38.5		12506		256		143
39.5		12792		254		149
40.5		12728		266		156
41.5		13108		285		150
42.5		13455		313		162
43.5		13606		314		181
44.5		13849		313		173
45.5		13969		272		207
46.5		14333		368		210
47.5		14346		375		209
48.5		14733		386		212
49.5		14830		407		215
50.5		14804		402		231
51.5		15178		428		247
52.5		15256		453		216
53.5		15529		451		246
54.5		15643		437		275
55.5		15556		489		272
56.5		15812		534		248
57.5		16288		489		302
58.5		16278		519		251
59.5		16460		491		318
60.5		16271		568		319
61.5		16768		600		330
62.5		17071		590		328
63.5		16837		619		331
64.5		16885		660		346
65.5		17093		642		376
66.5		17320		656		347
67.5		17474		720		375
68.5		17371		729		377
69.5		17576		720		383
70.5		17677		717		400
71.5		17854		757		392
72.5		17724		785		370
73.5		17700		803		416
74.5		17974		843		428
75.5		17972		756		429
76.5		18032		773		437
77.5		18084		808		400
78.5		18029		819		446
79.5		17962		826		474
80.5		18271		849		473
81.5		17996		830		456
82.5		18169		857		506
83.5		18128		879		481
84.5		18148		887		476
85.5		18329		824		499
86.5		18295		862		485
87.5		18243		894		522
88.5		18100		885		522
89.5		17532		775		516
