Abs(theta)	Type0		Type1		Type23
0.5		246		1		6
1.5		729		11		5
2.5		1244		12		7
3.5		1743		16		10
4.5		2254		25		17
5.5		2711		25		21
6.5		3219		22		43
7.5		3719		33		37
8.5		4206		40		29
9.5		4671		56		37
10.5		5162		48		43
11.5		5648		59		43
12.5		6180		63		51
13.5		6587		78		52
14.5		7123		60		61
15.5		7604		85		49
16.5		8043		90		56
17.5		8513		104		92
18.5		8965		101		82
19.5		9431		121		88
20.5		9898		133		85
21.5		10345		129		104
22.5		10757		136		108
23.5		11255		139		104
24.5		11697		169		112
25.5		12088		170		124
26.5		12547		153		122
27.5		12943		181		128
28.5		13417		197		132
29.5		13798		177		138
30.5		14260		208		155
31.5		14650		227		161
32.5		15022		266		146
33.5		15388		235		189
34.5		15853		255		173
35.5		16188		296		182
36.5		16546		299		172
37.5		16891		332		180
38.5		17239		335		213
39.5		17626		335		230
40.5		17965		353		181
41.5		18219		379		234
42.5		18653		383		262
43.5		18983		386		266
44.5		19191		446		232
45.5		19608		429		269
46.5		19856		476		288
47.5		20254		445		284
48.5		20528		479		299
49.5		20775		541		306
50.5		20934		549		339
51.5		21279		557		350
52.5		21588		540		361
53.5		21818		636		374
54.5		22067		602		350
55.5		22281		647		354
56.5		22375		708		430
57.5		22593		739		457
58.5		22785		756		456
59.5		23012		755		461
60.5		23133		812		477
61.5		23291		847		443
62.5		23448		833		500
63.5		23816		821		476
64.5		23904		857		518
65.5		23952		905		513
66.5		24270		885		491
67.5		24192		924		511
68.5		24533		887		521
69.5		24580		935		547
70.5		24665		1019		583
71.5		24817		967		560
72.5		24811		1027		621
73.5		25056		1014		582
74.5		24952		1088		632
75.5		25206		1022		624
76.5		25260		1004		605
77.5		25282		1075		606
78.5		25239		1045		655
79.5		25325		1077		687
80.5		25432		1088		638
81.5		25381		1158		729
82.5		25460		1177		713
83.5		25282		1131		669
84.5		25431		1169		756
85.5		25271		1149		749
86.5		25482		1163		687
87.5		25011		1130		745
88.5		24405		1139		768
89.5		23269		1046		747
