Abs(theta)	Type0		Type1		Type23
0.5		167		2		1
1.5		491		5		3
2.5		786		8		6
3.5		1141		17		9
4.5		1473		13		5
5.5		1828		25		15
6.5		2119		28		11
7.5		2449		37		20
8.5		2733		35		27
9.5		3098		44		28
10.5		3376		33		28
11.5		3699		36		32
12.5		4087		44		35
13.5		4457		51		28
14.5		4662		67		42
15.5		5066		63		36
16.5		5375		76		45
17.5		5594		78		51
18.5		6056		78		59
19.5		6267		77		51
20.5		6760		88		57
21.5		6925		88		53
22.5		7135		89		78
23.5		7628		101		62
24.5		7566		101		63
25.5		8065		101		89
26.5		8391		123		76
27.5		8569		142		85
28.5		8967		134		75
29.5		9384		131		91
30.5		9361		142		90
31.5		9817		156		84
32.5		10045		169		99
33.5		10344		171		111
34.5		10583		184		106
35.5		10834		223		128
36.5		11190		202		120
37.5		11251		217		134
38.5		11534		231		131
39.5		11778		237		129
40.5		12153		255		169
41.5		12207		242		164
42.5		12475		287		153
43.5		12680		311		173
44.5		12854		319		181
45.5		13134		303		176
46.5		13133		318		173
47.5		13311		339		200
48.5		13479		348		186
49.5		13726		325		192
50.5		14001		371		220
51.5		14089		373		191
52.5		14336		388		188
53.5		14326		432		250
54.5		14405		421		239
55.5		14883		419		248
56.5		14903		483		255
57.5		15079		477		266
58.5		15264		542		258
59.5		15511		541		250
60.5		15487		534		275
61.5		15401		550		308
62.5		15555		594		303
63.5		15720		577		297
64.5		15669		613		330
65.5		15849		620		300
66.5		16230		684		370
67.5		16030		674		326
68.5		16241		649		369
69.5		16434		615		357
70.5		16009		685		356
71.5		16419		720		394
72.5		16609		737		372
73.5		16796		720		308
74.5		16884		732		369
75.5		16599		752		415
76.5		16907		747		391
77.5		16712		781		402
78.5		16961		807		401
79.5		16694		795		401
80.5		16745		783		432
81.5		16753		881		410
82.5		16764		808		460
83.5		16825		827		413
84.5		16772		852		466
85.5		16853		845		486
86.5		16817		801		463
87.5		16998		867		481
88.5		16880		862		500
89.5		16352		785		463
