Abs(theta)	Type0		Type1		Type23
0.5		510		4		4
1.5		1492		24		11
2.5		2495		29		18
3.5		3491		26		19
4.5		4464		54		27
5.5		5513		40		36
6.5		6468		70		55
7.5		7455		81		64
8.5		8474		89		52
9.5		9420		91		82
10.5		10387		136		77
11.5		11368		128		86
12.5		12342		156		109
13.5		13283		157		107
14.5		14291		153		115
15.5		15221		176		115
16.5		16166		184		144
17.5		17089		198		143
18.5		18121		212		153
19.5		18972		190		171
20.5		19879		232		161
21.5		20808		250		181
22.5		21767		319		195
23.5		22521		304		207
24.5		23532		322		205
25.5		24367		345		223
26.5		25217		351		236
27.5		26098		388		248
28.5		26933		399		242
29.5		27719		426		252
30.5		28525		457		273
31.5		29414		491		296
32.5		30201		504		291
33.5		30988		527		344
34.5		31839		578		312
35.5		32493		563		381
36.5		33235		637		381
37.5		34112		627		394
38.5		34691		688		408
39.5		35446		722		420
40.5		36165		777		436
41.5		36816		787		463
42.5		37483		857		463
43.5		38230		851		514
44.5		38851		887		498
45.5		39377		951		535
46.5		40085		904		588
47.5		40568		1042		551
48.5		41141		1107		564
49.5		41683		1143		593
50.5		42181		1122		668
51.5		42713		1187		672
52.5		43317		1282		693
53.5		43682		1265		728
54.5		44226		1322		780
55.5		44745		1367		752
56.5		45157		1424		741
57.5		45515		1466		806
58.5		46043		1508		779
59.5		46457		1605		854
60.5		46802		1621		844
61.5		47166		1618		886
62.5		47499		1707		922
63.5		47768		1749		951
64.5		48261		1782		966
65.5		48422		1827		975
66.5		48745		1857		1015
67.5		49004		1943		1007
68.5		49185		1983		1061
69.5		49547		2092		1104
70.5		49731		2095		1112
71.5		49927		2146		1067
72.5		50053		2204		1151
73.5		50359		2225		1089
74.5		50484		2170		1205
75.5		50758		2232		1153
76.5		50715		2259		1225
77.5		50718		2251		1197
78.5		51203		2293		1213
79.5		51116		2325		1257
80.5		51204		2338		1317
81.5		51391		2326		1270
82.5		51292		2462		1311
83.5		51411		2419		1351
84.5		51376		2387		1371
85.5		51291		2480		1462
86.5		51124		2427		1424
87.5		51313		2434		1471
88.5		51099		2471		1534
89.5		49537		2341		1393
