Abs(theta)	Type0		Type1		Type23
0.5		494		4		1
1.5		1503		17		12
2.5		2478		24		22
3.5		3485		36		27
4.5		4462		48		38
5.5		5474		51		46
6.5		6466		73		46
7.5		7424		69		49
8.5		8461		105		67
9.5		9401		92		70
10.5		10424		109		89
11.5		11375		132		89
12.5		12372		117		86
13.5		13298		161		114
14.5		14219		177		125
15.5		15268		174		124
16.5		16183		183		104
17.5		17102		216		146
18.5		18051		219		139
19.5		18977		224		158
20.5		19882		231		163
21.5		20810		239		195
22.5		21803		275		200
23.5		22636		293		179
24.5		23531		314		204
25.5		24363		363		194
26.5		25223		345		256
27.5		26103		376		235
28.5		26934		402		274
29.5		27796		414		286
30.5		28575		471		291
31.5		29446		460		324
32.5		30234		508		317
33.5		31087		507		357
34.5		31779		564		332
35.5		32522		586		333
36.5		33240		607		352
37.5		33964		665		372
38.5		34716		668		389
39.5		35445		757		425
40.5		36117		757		441
41.5		36781		757		487
42.5		37331		831		478
43.5		38107		845		512
44.5		38872		834		494
45.5		39453		855		533
46.5		39997		949		542
47.5		40547		1050		569
48.5		41086		1098		578
49.5		41739		1110		594
50.5		42283		1115		615
51.5		42827		1217		647
52.5		43222		1268		683
53.5		43715		1300		693
54.5		44243		1316		699
55.5		44829		1361		707
56.5		45072		1452		712
57.5		45398		1504		813
58.5		46048		1459		821
59.5		46199		1615		830
60.5		46746		1618		834
61.5		47285		1583		881
62.5		47479		1629		971
63.5		47787		1750		859
64.5		48106		1761		961
65.5		48504		1808		1001
66.5		48579		1887		962
67.5		48847		1958		1030
68.5		49156		1988		1072
69.5		49487		1997		1035
70.5		49668		2012		1086
71.5		49838		2129		1114
72.5		50033		2080		1091
73.5		50398		2114		1136
74.5		50340		2194		1242
75.5		50572		2224		1165
76.5		50777		2207		1211
77.5		50808		2366		1178
78.5		50877		2249		1280
79.5		51145		2320		1251
80.5		51062		2411		1254
81.5		51085		2375		1346
82.5		51043		2329		1377
83.5		51078		2462		1326
84.5		51088		2479		1325
85.5		51261		2507		1385
86.5		51336		2350		1468
87.5		50045		2393		1442
88.5		48921		2353		1433
89.5		46886		2198		1420
