Abs(theta)	Type0		Type1		Type23
0.5		251		0		1
1.5		719		9		6
2.5		1241		10		5
3.5		1713		12		11
4.5		2187		21		9
5.5		2703		14		20
6.5		3179		39		20
7.5		3662		37		21
8.5		4127		38		37
9.5		4639		49		40
10.5		5107		63		51
11.5		5563		74		36
12.5		6005		69		54
13.5		6502		73		61
14.5		7012		69		68
15.5		7479		71		66
16.5		7931		84		68
17.5		8387		106		69
18.5		8817		126		71
19.5		9264		124		86
20.5		9739		135		80
21.5		10210		121		92
22.5		10666		141		92
23.5		11094		135		98
24.5		11519		138		122
25.5		11938		149		115
26.5		12407		157		134
27.5		12803		179		117
28.5		13245		189		135
29.5		13588		199		150
30.5		14034		221		144
31.5		14479		231		148
32.5		14834		237		133
33.5		15137		300		166
34.5		15582		250		159
35.5		15895		307		181
36.5		16272		298		202
37.5		16667		333		208
38.5		17034		338		216
39.5		17354		337		203
40.5		17652		400		220
41.5		18049		362		252
42.5		18409		390		214
43.5		18628		431		243
44.5		18970		438		279
45.5		19286		467		277
46.5		19511		493		306
47.5		19910		466		315
48.5		20113		508		287
49.5		20402		518		284
50.5		20655		544		333
51.5		20996		551		322
52.5		21227		601		345
53.5		21364		602		363
54.5		21680		635		384
55.5		21824		659		370
56.5		22070		684		399
57.5		22375		657		389
58.5		22550		671		389
59.5		22719		718		435
60.5		22926		788		453
61.5		23129		825		431
62.5		23216		820		476
63.5		23383		819		498
64.5		23531		856		473
65.5		23719		861		491
66.5		23778		880		504
67.5		23875		947		548
68.5		24110		930		529
69.5		24216		993		537
70.5		24452		921		563
71.5		24417		1008		553
72.5		24562		1010		570
73.5		24479		1054		630
74.5		24715		1071		592
75.5		24740		1044		598
76.5		24921		1067		637
77.5		24913		1077		608
78.5		24888		1133		593
79.5		24911		1114		642
80.5		25064		1083		677
81.5		24978		1164		698
82.5		25244		1056		678
83.5		25210		1172		656
84.5		25164		1136		730
85.5		25155		1210		738
86.5		25276		1145		707
87.5		24841		1144		768
88.5		24652		1141		739
89.5		24673		1086		713
