Abs(theta)	Type0		Type1		Type23
0.5		509		3		1
1.5		1502		13		16
2.5		2494		23		19
3.5		3532		37		22
4.5		4498		54		29
5.5		5513		52		55
6.5		6495		75		53
7.5		7468		77		57
8.5		8495		98		73
9.5		9449		131		71
10.5		10443		115		92
11.5		11397		112		101
12.5		12381		152		102
13.5		13351		153		94
14.5		14320		163		98
15.5		15357		179		97
16.5		16257		171		121
17.5		17213		211		144
18.5		18124		223		163
19.5		19067		252		140
20.5		20004		254		157
21.5		20886		268		211
22.5		21743		300		190
23.5		22674		290		195
24.5		23692		303		196
25.5		24442		361		215
26.5		25390		383		225
27.5		26156		396		257
28.5		26995		383		273
29.5		27910		430		290
30.5		28714		453		257
31.5		29528		484		311
32.5		30285		525		322
33.5		31072		533		324
34.5		31874		571		333
35.5		32741		567		349
36.5		33460		602		401
37.5		34149		648		387
38.5		34933		700		393
39.5		35710		741		431
40.5		36267		788		410
41.5		37027		827		425
42.5		37569		836		496
43.5		38391		839		475
44.5		39067		878		500
45.5		39562		997		525
46.5		40203		981		559
47.5		40832		999		524
48.5		41460		1015		569
49.5		41935		1078		644
50.5		42472		1159		645
51.5		43085		1188		623
52.5		43518		1249		693
53.5		43817		1316		681
54.5		44305		1365		707
55.5		44837		1444		742
56.5		45343		1443		771
57.5		45825		1444		798
58.5		46061		1568		773
59.5		46507		1566		880
60.5		47125		1565		866
61.5		47249		1673		894
62.5		47757		1673		883
63.5		47963		1779		982
64.5		48333		1776		914
65.5		48614		1867		981
66.5		48691		1913		1036
67.5		49125		1978		1116
68.5		49223		1992		1044
69.5		49519		1979		1142
70.5		49929		2045		1134
71.5		50233		2006		1086
72.5		50469		2128		1104
73.5		50477		2201		1134
74.5		50784		2222		1183
75.5		50728		2287		1187
76.5		50983		2279		1151
77.5		51144		2327		1174
78.5		51197		2298		1281
79.5		51302		2420		1279
80.5		51434		2352		1319
81.5		51580		2352		1310
82.5		51449		2452		1290
83.5		51536		2435		1299
84.5		51620		2540		1349
85.5		51950		2494		1399
86.5		51974		2401		1441
87.5		50541		2365		1426
88.5		50530		2465		1420
89.5		50661		2452		1337
