5	-nan	-nan
15	-nan	-nan
25	-0.02455332114	0.002263976265
35	-0.0274901695	0.001449021408
45	-0.02818788279	0.001076948546
55	-0.02693925339	0.0007970940736
65	-0.02861189741	0.0006169814212
75	-0.02981861048	0.0005137146337
85	-0.03049571327	0.0004718267779
95	-0.03180120256	0.000447093228
105	-0.03279003637	0.0004312106966
115	-0.03474974103	0.0004189201587
125	-0.03410008258	0.0004093227863
135	-0.03577107084	0.0004010751232
145	-0.03585924133	0.0003940765759
155	-0.03760358657	0.0003878620728
165	-0.03763721058	0.0003829474338
175	-0.03852193121	0.0003787532229
185	-0.03997992976	0.0003753825723
195	-0.03967107651	0.0003727208283
205	-0.04040901659	0.0003705117459
215	-0.04082807102	0.0003691054224
225	-0.0419490601	0.0003677206576
235	-0.04211359798	0.0003670211567
245	-0.04302506576	0.0003667583397
255	-0.04361566152	0.0003666710659
265	-0.04404185407	0.0003673315857
275	-0.0445249264	0.0003678533289
285	-0.04454548175	0.0003688697564
295	-0.04520918811	0.0003702816674
305	-0.04626916163	0.0003720663005
315	-0.04604428974	0.000374034506
325	-0.04653524293	0.0003764516406
335	-0.04672878633	0.0003789833401
345	-0.04701276985	0.0003820909492
355	-0.0465528324	0.0003856812095
365	-0.048285864	0.0003892779484
375	-0.04839988345	0.0003932645472
385	-0.04854987883	0.0003976859614
395	-0.04903917332	0.0004026478745
405	-0.04925653319	0.0004079380562
415	-0.04988056724	0.0004138632244
425	-0.050111968	0.0004201001755
435	-0.04942234173	0.000426861855
445	-0.05061218688	0.000434183141
455	-0.05005512966	0.0004420880575
465	-0.05142296048	0.0004506210468
475	-0.05069558199	0.0004602096573
485	-0.050378542	0.0004700151937
495	-0.05187877782	0.0004809598929
505	-0.05167375195	0.0004928156768
515	-0.05131091149	0.0005053500335
525	-0.05189231492	0.0005194205389
535	-0.0531215086	0.0005345226553
545	-0.05278698607	0.000551172557
555	-0.05407167002	0.0005691801798
565	-0.05283389557	0.000589160753
575	-0.05373864834	0.0006109586403
585	-0.05393293657	0.0006347978041
595	-0.0529644032	0.0006610847385
605	-0.0537556572	0.0006911422822
615	-0.05292341464	0.0007232670361
625	-0.05356606947	0.0007597699283
635	-0.05446098547	0.0008010007163
645	-0.05419000702	0.0008486939785
655	-0.05447511405	0.0009008856369
665	-0.0543238609	0.0009612671732
675	-0.05550055218	0.001032487755
685	-0.05417409057	0.001113409227
695	-0.05371313406	0.001207212106
705	-0.05465206109	0.001320489388
715	-0.05571664146	0.001453751511
725	-0.05508130185	0.001613917601
735	-0.05571634328	0.001801221795
745	-0.05608398195	0.002042287521
755	-0.05919438954	0.002324666072
765	-0.05861640806	0.002679851261
775	-0.05876263941	0.003144135042
785	-0.06046987749	0.003712859971
795	-0.06125417387	0.004426683846
805	-0.055918408	0.005383061197
815	-0.06633840709	0.006628583442
825	-0.06612232928	0.008239864432
835	-0.05093178896	0.01048011126
845	-0.06916290575	0.01355045751
855	-0.04273626904	0.01759989577
865	-0.06859079154	0.02360409147
875	-0.07133286871	0.03067996974
885	-0.08841769325	0.04310029646
895	-0.04999735065	0.06136476394
905	-0.0001602169284	0.08508898009
915	0.0396245187	0.1230800635
925	-0.07385249415	0.1605438473
935	-0.2613016173	0.2497984912
945	1	-nan
955	-nan	-nan
965	-nan	-nan
975	-nan	-nan
985	-nan	-nan
995	-nan	-nan
