Abs(theta)	Type0		Type1		Type23
0.5		499		5		6
1.5		1499		23		9
2.5		2524		24		14
3.5		3543		29		17
4.5		4495		41		45
5.5		5514		55		44
6.5		6472		83		42
7.5		7512		75		56
8.5		8496		81		63
9.5		9476		111		73
10.5		10505		87		89
11.5		11488		114		96
12.5		12407		135		90
13.5		13412		143		98
14.5		14305		150		108
15.5		15313		198		138
16.5		16273		201		113
17.5		17252		187		145
18.5		18095		224		159
19.5		19077		228		163
20.5		20059		227		172
21.5		20816		298		183
22.5		21777		267		212
23.5		22602		342		233
24.5		23594		308		203
25.5		24504		350		221
26.5		25398		354		242
27.5		26320		356		223
28.5		27151		418		259
29.5		27986		411		277
30.5		28751		457		291
31.5		29559		450		303
32.5		30389		513		274
33.5		31096		551		350
34.5		32019		539		336
35.5		32726		575		391
36.5		33509		597		352
37.5		34278		667		382
38.5		35007		684		391
39.5		35601		710		467
40.5		36362		730		441
41.5		36942		829		450
42.5		37622		779		446
43.5		38316		828		473
44.5		39012		897		527
45.5		39656		940		513
46.5		40166		919		557
47.5		40817		985		608
48.5		41323		1000		606
49.5		41935		1062		629
50.5		42572		1182		639
51.5		42935		1178		648
52.5		43511		1182		655
53.5		43987		1238		744
54.5		44528		1285		705
55.5		45104		1284		739
56.5		45317		1489		752
57.5		45691		1502		771
58.5		46009		1540		849
59.5		46468		1555		822
60.5		46982		1611		911
61.5		47454		1614		912
62.5		47575		1785		919
63.5		48160		1651		904
64.5		48157		1823		973
65.5		48797		1812		974
66.5		48894		1879		1015
67.5		49204		1934		1012
68.5		49485		1957		1048
69.5		49665		2051		1057
70.5		49863		2111		1138
71.5		50087		2084		1123
72.5		50213		2090		1176
73.5		50324		2183		1176
74.5		50702		2133		1188
75.5		50715		2211		1211
76.5		50951		2232		1244
77.5		51038		2381		1268
78.5		51220		2374		1237
79.5		51287		2364		1257
80.5		51422		2293		1353
81.5		51324		2365		1290
82.5		51428		2413		1303
83.5		51782		2401		1404
84.5		51663		2437		1380
85.5		51810		2464		1428
86.5		51651		2388		1427
87.5		50487		2520		1485
88.5		50679		2464		1449
89.5		50397		2521		1406
