Abs(theta)	Type0		Type1		Type23
0.5		503		3		5
1.5		1505		15		10
2.5		2493		27		18
3.5		3492		37		28
4.5		4493		48		32
5.5		5522		43		29
6.5		6525		63		45
7.5		7449		103		57
8.5		8529		76		55
9.5		9509		113		74
10.5		10466		128		79
11.5		11472		113		79
12.5		12437		124		90
13.5		13345		174		103
14.5		14377		175		121
15.5		15256		165		138
16.5		16326		187		142
17.5		17209		210		141
18.5		18122		215		170
19.5		19053		228		168
20.5		20036		234		177
21.5		20906		276		187
22.5		21817		275		184
23.5		22755		322		176
24.5		23644		340		198
25.5		24444		374		231
26.5		25339		380		255
27.5		26207		384		240
28.5		27079		423		265
29.5		27866		426		263
30.5		28775		449		297
31.5		29618		479		306
32.5		30384		498		312
33.5		31159		544		316
34.5		31978		543		370
35.5		32836		544		345
36.5		33476		604		379
37.5		34133		700		403
38.5		34940		673		387
39.5		35790		654		404
40.5		36351		790		466
41.5		37008		798		456
42.5		37658		829		485
43.5		38487		878		485
44.5		38972		897		534
45.5		39426		961		513
46.5		40231		1019		549
47.5		40874		1032		532
48.5		41374		1094		620
49.5		42034		1082		655
50.5		42603		1085		639
51.5		42965		1206		668
52.5		43632		1205		674
53.5		44095		1299		695
54.5		44459		1349		743
55.5		44912		1373		768
56.5		45302		1452		789
57.5		45812		1512		766
58.5		46295		1508		779
59.5		46587		1587		859
60.5		47057		1579		803
61.5		47372		1687		920
62.5		47693		1744		866
63.5		48246		1747		939
64.5		48385		1770		931
65.5		48662		1844		993
66.5		49137		1855		936
67.5		49079		2045		1074
68.5		49373		1982		1042
69.5		49785		1965		1085
70.5		50114		2039		1066
71.5		50260		2033		1097
72.5		50370		2174		1097
73.5		50488		2204		1256
74.5		50722		2174		1161
75.5		50826		2286		1182
76.5		51052		2253		1231
77.5		50956		2402		1229
78.5		51280		2267		1270
79.5		51285		2410		1302
80.5		51660		2313		1321
81.5		51678		2268		1314
82.5		51503		2429		1333
83.5		51621		2433		1419
84.5		51735		2428		1386
85.5		51681		2403		1451
86.5		52004		2450		1380
87.5		51776		2409		1483
88.5		51512		2462		1506
89.5		49515		2383		1478
