Abs(theta)	Type0		Type1		Type23
0.5		246		2		3
1.5		748		4		5
2.5		1237		9		8
3.5		1741		22		19
4.5		2250		24		17
5.5		2701		27		22
6.5		3215		23		30
7.5		3725		45		25
8.5		4196		41		29
9.5		4686		53		30
10.5		5187		59		35
11.5		5656		66		35
12.5		6121		79		57
13.5		6623		65		40
14.5		7094		89		45
15.5		7569		89		72
16.5		8094		85		50
17.5		8532		102		60
18.5		8998		109		72
19.5		9410		109		90
20.5		9865		132		82
21.5		10348		138		97
22.5		10804		131		83
23.5		11255		132		124
24.5		11636		161		107
25.5		12103		158		106
26.5		12542		190		136
27.5		12938		184		145
28.5		13410		178		138
29.5		13810		196		127
30.5		14260		199		159
31.5		14644		210		156
32.5		14991		250		157
33.5		15386		245		179
34.5		15841		264		188
35.5		16195		267		199
36.5		16517		314		179
37.5		16888		312		199
38.5		17268		339		227
39.5		17548		354		235
40.5		17902		379		232
41.5		18230		410		237
42.5		18610		393		226
43.5		18895		373		268
44.5		19319		394		246
45.5		19550		477		312
46.5		19875		478		302
47.5		20101		480		281
48.5		20491		531		295
49.5		20726		535		336
50.5		20987		518		313
51.5		21184		627		366
52.5		21524		628		338
53.5		21777		656		332
54.5		21972		647		352
55.5		22249		655		392
56.5		22443		652		409
57.5		22563		704		434
58.5		22867		727		440
59.5		23039		695		457
60.5		23245		777		480
61.5		23427		808		495
62.5		23611		813		496
63.5		23637		873		527
64.5		23949		858		501
65.5		23947		898		494
66.5		24141		891		515
67.5		24331		984		529
68.5		24462		898		543
69.5		24560		940		523
70.5		24638		979		580
71.5		24722		989		554
72.5		24800		1030		600
73.5		24961		1037		608
74.5		25019		1074		541
75.5		25141		1067		635
76.5		25118		1099		623
77.5		25255		1059		681
78.5		25399		1113		662
79.5		25358		1113		624
80.5		25483		1154		622
81.5		25379		1203		655
82.5		25562		1115		677
83.5		25346		1154		727
84.5		25533		1208		757
85.5		25652		1176		710
86.5		25417		1225		723
87.5		25057		1166		766
88.5		24716		1152		752
89.5		24969		1225		736
