Abs(theta)	Type0		Type1		Type23
0.5		509		3		4
1.5		1485		18		8
2.5		2500		28		19
3.5		3517		30		19
4.5		4528		43		28
5.5		5506		49		44
6.5		6502		62		49
7.5		7520		64		54
8.5		8525		98		55
9.5		9455		105		73
10.5		10476		112		76
11.5		11465		146		83
12.5		12340		138		102
13.5		13437		147		98
14.5		14386		148		121
15.5		15324		192		123
16.5		16295		193		147
17.5		17251		211		126
18.5		18185		221		143
19.5		19112		208		180
20.5		20014		289		184
21.5		20952		285		173
22.5		21799		308		189
23.5		22703		313		202
24.5		23595		334		260
25.5		24502		361		205
26.5		25390		379		228
27.5		26201		398		257
28.5		27054		421		294
29.5		27899		456		271
30.5		28708		476		282
31.5		29648		432		298
32.5		30416		492		308
33.5		31196		528		323
34.5		31896		583		347
35.5		32777		560		387
36.5		33530		602		352
37.5		34203		663		355
38.5		34953		693		401
39.5		35655		691		444
40.5		36280		778		450
41.5		37081		774		466
42.5		37665		819		470
43.5		38439		851		480
44.5		39050		879		496
45.5		39560		957		537
46.5		40221		966		564
47.5		40829		1033		563
48.5		41399		1080		579
49.5		41944		1102		593
50.5		42477		1148		607
51.5		42907		1170		657
52.5		43365		1328		689
53.5		44089		1231		672
54.5		44529		1338		760
55.5		44901		1390		776
56.5		45333		1439		781
57.5		45757		1469		750
58.5		46292		1466		817
59.5		46733		1583		782
60.5		46961		1646		866
61.5		47340		1633		929
62.5		47646		1780		889
63.5		48029		1756		911
64.5		48339		1854		956
65.5		48624		1937		1030
66.5		49039		1875		978
67.5		49281		1956		1046
68.5		49497		1946		1061
69.5		49696		1946		1067
70.5		49937		2047		1134
71.5		50179		2089		1133
72.5		50285		2176		1161
73.5		50683		2157		1223
74.5		50733		2310		1123
75.5		50695		2335		1135
76.5		50959		2294		1339
77.5		51256		2310		1215
78.5		51157		2399		1176
79.5		51428		2353		1334
80.5		51487		2357		1296
81.5		51451		2395		1300
82.5		51537		2393		1336
83.5		51956		2340		1319
84.5		51723		2339		1374
85.5		51576		2447		1404
86.5		51847		2385		1459
87.5		51667		2423		1404
88.5		51728		2415		1487
89.5		49548		2383		1500
