Abs(theta)	Type0		Type1		Type23
0.5		507		4		2
1.5		1506		14		9
2.5		2522		23		10
3.5		3495		46		22
4.5		4498		54		34
5.5		5545		59		37
6.5		6526		62		49
7.5		7504		72		64
8.5		8481		99		72
9.5		9454		111		69
10.5		10455		117		90
11.5		11508		123		85
12.5		12456		124		90
13.5		13400		164		97
14.5		14353		166		106
15.5		15340		179		128
16.5		16246		181		144
17.5		17205		233		123
18.5		18161		203		139
19.5		19065		229		170
20.5		19985		235		192
21.5		20957		277		180
22.5		21833		267		180
23.5		22704		292		212
24.5		23606		321		236
25.5		24428		358		238
26.5		25417		330		198
27.5		26220		380		234
28.5		27093		398		283
29.5		27954		426		269
30.5		28749		484		270
31.5		29560		482		302
32.5		30466		488		307
33.5		31121		571		310
34.5		31898		570		347
35.5		32565		607		371
36.5		33333		635		361
37.5		34169		676		399
38.5		34894		645		412
39.5		35630		766		440
40.5		36360		722		407
41.5		36953		765		451
42.5		37727		838		467
43.5		38256		911		510
44.5		39073		914		508
45.5		39555		914		533
46.5		40253		1034		508
47.5		40833		1001		564
48.5		41341		1087		594
49.5		41871		1087		610
50.5		42522		1135		657
51.5		42902		1239		675
52.5		43396		1267		648
53.5		44107		1200		711
54.5		44378		1331		754
55.5		44914		1416		809
56.5		45411		1370		752
57.5		45821		1455		799
58.5		46273		1500		843
59.5		46434		1516		842
60.5		46971		1564		874
61.5		47219		1706		935
62.5		47691		1710		938
63.5		48049		1755		924
64.5		48346		1841		946
65.5		48740		1826		975
66.5		48881		1964		996
67.5		49171		1986		1033
68.5		49456		1958		1027
69.5		49653		1979		1052
70.5		49872		2044		1046
71.5		50044		2125		1114
72.5		50437		2088		1117
73.5		50411		2169		1164
74.5		50671		2186		1186
75.5		50871		2284		1139
76.5		50770		2342		1223
77.5		51133		2244		1254
78.5		51148		2376		1235
79.5		51238		2368		1224
80.5		51449		2404		1231
81.5		51354		2416		1290
82.5		51449		2363		1345
83.5		51378		2523		1324
84.5		51368		2375		1430
85.5		51174		2452		1445
86.5		51181		2466		1432
87.5		50755		2380		1382
88.5		49590		2439		1434
89.5		46920		2197		1424
