Abs(theta)	Type0		Type1		Type23
0.5		191		1		1
1.5		543		6		2
2.5		910		14		3
3.5		1228		12		2
4.5		1604		11		14
5.5		1916		21		13
6.5		2307		25		21
7.5		2630		26		20
8.5		3040		34		24
9.5		3246		32		23
10.5		3701		44		25
11.5		3987		45		30
12.5		4398		47		30
13.5		4671		64		34
14.5		5067		60		31
15.5		5362		62		53
16.5		5810		57		52
17.5		6142		64		49
18.5		6371		65		62
19.5		6709		67		53
20.5		7163		111		74
21.5		7500		89		60
22.5		7757		117		71
23.5		8127		94		75
24.5		8381		124		76
25.5		8828		113		71
26.5		8836		129		81
27.5		9091		152		76
28.5		9670		141		95
29.5		9840		133		108
30.5		10204		127		101
31.5		10334		156		97
32.5		10595		181		125
33.5		10802		180		112
34.5		11259		220		127
35.5		11695		229		123
36.5		11850		221		153
37.5		12135		246		146
38.5		12366		252		141
39.5		12468		283		135
40.5		12915		256		156
41.5		13067		259		159
42.5		13316		334		188
43.5		13643		358		146
44.5		13747		335		198
45.5		13871		336		182
46.5		14019		374		209
47.5		14520		370		221
48.5		14538		408		227
49.5		14698		382		192
50.5		15121		434		225
51.5		15126		441		248
52.5		15565		442		258
53.5		15592		506		225
54.5		15579		513		268
55.5		15869		527		291
56.5		16109		513		240
57.5		16196		523		296
58.5		15971		537		278
59.5		16413		561		312
60.5		16610		624		337
61.5		16525		608		338
62.5		16811		631		284
63.5		17072		620		338
64.5		17012		681		365
65.5		17171		658		392
66.5		17315		677		352
67.5		17423		748		331
68.5		17444		695		397
69.5		17501		725		377
70.5		17809		768		405
71.5		17724		815		375
72.5		17480		774		408
73.5		17878		729		396
74.5		17957		769		405
75.5		18027		770		471
76.5		18151		797		417
77.5		17785		807		425
78.5		18131		799		443
79.5		17983		847		409
80.5		18310		939		500
81.5		18179		865		434
82.5		17887		794		457
83.5		18169		826		461
84.5		18246		820		465
85.5		18093		881		493
86.5		17902		867		563
87.5		17997		826		530
88.5		18419		868		563
89.5		17487		857		508
