Abs(theta)	Type0		Type1		Type23
0.5		257		1		2
1.5		746		4		8
2.5		1248		9		13
3.5		1727		17		15
4.5		2239		21		24
5.5		2727		21		19
6.5		3204		34		25
7.5		3691		40		27
8.5		4186		33		40
9.5		4653		45		37
10.5		5192		55		55
11.5		5668		69		49
12.5		6202		65		44
13.5		6628		78		62
14.5		7132		74		48
15.5		7572		74		65
16.5		8057		97		60
17.5		8537		98		86
18.5		8993		107		73
19.5		9463		110		87
20.5		9903		113		96
21.5		10394		117		95
22.5		10790		140		93
23.5		11262		143		106
24.5		11751		132		110
25.5		12110		162		128
26.5		12572		189		110
27.5		13032		171		129
28.5		13409		193		144
29.5		13804		198		145
30.5		14237		255		152
31.5		14642		224		160
32.5		15023		243		175
33.5		15452		253		163
34.5		15825		268		172
35.5		16212		267		193
36.5		16506		302		197
37.5		16973		310		212
38.5		17236		310		210
39.5		17735		316		210
40.5		17956		358		241
41.5		18254		418		212
42.5		18612		383		268
43.5		18943		459		251
44.5		19378		394		263
45.5		19530		474		279
46.5		19875		470		291
47.5		20216		453		281
48.5		20403		511		322
49.5		20763		520		335
50.5		21002		527		370
51.5		21321		571		343
52.5		21541		584		376
53.5		21686		605		387
54.5		22076		594		331
55.5		22221		638		431
56.5		22446		695		421
57.5		22691		705		448
58.5		22925		712		436
59.5		23092		732		432
60.5		23298		776		430
61.5		23391		791		468
62.5		23686		832		466
63.5		23786		874		494
64.5		23908		874		507
65.5		24102		884		538
66.5		24200		903		542
67.5		24275		991		512
68.5		24594		920		557
69.5		24511		997		564
70.5		24754		938		557
71.5		24834		1004		563
72.5		24913		970		571
73.5		24966		1083		610
74.5		25119		1035		650
75.5		25121		1067		658
76.5		25112		1121		640
77.5		25284		1061		651
78.5		25304		1123		629
79.5		25462		1111		658
80.5		25556		1103		670
81.5		25473		1122		699
82.5		25298		1169		680
83.5		25629		1158		676
84.5		25523		1203		725
85.5		25575		1134		738
86.5		25591		1168		748
87.5		25645		1152		740
88.5		25493		1159		782
89.5		24695		1135		748
