Abs(theta)	Type0		Type1		Type23
0.5		249		1		5
1.5		735		9		10
2.5		1252		13		10
3.5		1731		21		9
4.5		2236		26		17
5.5		2752		26		17
6.5		3215		35		31
7.5		3711		39		27
8.5		4213		36		30
9.5		4716		38		36
10.5		5169		55		37
11.5		5632		68		41
12.5		6136		71		51
13.5		6650		64		51
14.5		7075		64		61
15.5		7564		79		69
16.5		8072		101		44
17.5		8516		103		71
18.5		8962		110		59
19.5		9402		107		91
20.5		9952		100		85
21.5		10358		127		88
22.5		10798		127		102
23.5		11239		153		105
24.5		11686		166		94
25.5		12156		167		110
26.5		12537		188		129
27.5		13004		185		134
28.5		13415		215		125
29.5		13785		209		168
30.5		14234		259		139
31.5		14584		264		180
32.5		15058		239		140
33.5		15434		265		160
34.5		15792		256		183
35.5		16157		329		190
36.5		16507		329		201
37.5		16879		330		207
38.5		17265		331		222
39.5		17636		348		222
40.5		18025		348		261
41.5		18343		396		258
42.5		18605		403		284
43.5		18893		434		269
44.5		19278		429		247
45.5		19590		470		279
46.5		19867		481		270
47.5		20212		469		310
48.5		20445		526		304
49.5		20708		581		315
50.5		20992		545		319
51.5		21336		535		343
52.5		21498		579		361
53.5		21780		597		358
54.5		21985		662		385
55.5		22203		702		370
56.5		22355		687		405
57.5		22642		724		394
58.5		22776		717		452
59.5		23038		748		419
60.5		23226		758		483
61.5		23395		807		460
62.5		23576		838		504
63.5		23836		810		453
64.5		23955		857		478
65.5		24087		886		520
66.5		24167		951		538
67.5		24341		913		540
68.5		24514		908		545
69.5		24528		961		567
70.5		24655		982		535
71.5		24811		972		619
72.5		24987		987		603
73.5		25031		1012		585
74.5		25247		1008		654
75.5		25111		1064		640
76.5		25149		1091		662
77.5		25152		1175		652
78.5		25306		1094		621
79.5		25415		1124		665
80.5		25393		1117		672
81.5		25465		1145		687
82.5		25368		1214		699
83.5		25423		1166		784
84.5		25602		1167		681
85.5		25619		1181		700
86.5		25652		1159		760
87.5		25643		1188		777
88.5		25363		1163		843
89.5		24625		1164		755
