Abs(theta)	Type0		Type1		Type23
0.5		264		1		0
1.5		743		8		6
2.5		1250		9		6
3.5		1724		19		12
4.5		2229		20		17
5.5		2729		27		26
6.5		3219		40		26
7.5		3743		41		30
8.5		4185		62		25
9.5		4692		48		39
10.5		5177		59		32
11.5		5685		54		38
12.5		6113		66		48
13.5		6634		67		57
14.5		7123		72		60
15.5		7592		68		72
16.5		8082		95		65
17.5		8523		106		74
18.5		9026		100		77
19.5		9441		123		78
20.5		9903		126		81
21.5		10348		131		94
22.5		10809		132		109
23.5		11267		166		102
24.5		11679		149		113
25.5		12171		153		124
26.5		12515		202		127
27.5		12967		181		116
28.5		13449		195		118
29.5		13813		199		119
30.5		14153		224		152
31.5		14617		252		161
32.5		15031		249		164
33.5		15415		231		165
34.5		15794		269		177
35.5		16135		266		189
36.5		16550		283		188
37.5		16927		323		204
38.5		17238		334		207
39.5		17585		367		225
40.5		17969		328		239
41.5		18414		344		209
42.5		18618		401		262
43.5		18998		445		237
44.5		19237		425		271
45.5		19581		418		258
46.5		19936		441		308
47.5		20116		512		327
48.5		20461		513		328
49.5		20659		520		327
50.5		21056		545		326
51.5		21282		537		331
52.5		21479		619		323
53.5		21747		621		387
54.5		21968		618		383
55.5		22199		643		407
56.5		22372		723		378
57.5		22629		727		393
58.5		22834		746		422
59.5		22999		731		457
60.5		23185		760		461
61.5		23494		776		427
62.5		23571		825		463
63.5		23854		824		444
64.5		23880		856		522
65.5		24026		868		495
66.5		24123		973		523
67.5		24380		869		539
68.5		24434		908		545
69.5		24644		936		570
70.5		24648		967		567
71.5		24761		998		552
72.5		24767		1037		621
73.5		24968		981		607
74.5		24968		1077		646
75.5		25037		1105		621
76.5		25188		1107		653
77.5		25274		1090		589
78.5		25372		1073		631
79.5		25406		1103		716
80.5		25476		1104		672
81.5		25414		1115		635
82.5		25512		1133		678
83.5		25438		1106		744
84.5		25495		1154		714
85.5		25367		1156		739
86.5		25563		1142		746
87.5		24861		1105		750
88.5		24252		1140		738
89.5		23178		1030		696
