Abs(theta)	Type0		Type1		Type23
0.5		249		3		1
1.5		735		5		7
2.5		1233		5		12
3.5		1747		20		7
4.5		2230		24		9
5.5		2748		24		14
6.5		3214		37		28
7.5		3663		49		22
8.5		4218		37		31
9.5		4706		33		28
10.5		5141		47		41
11.5		5626		54		37
12.5		6157		61		51
13.5		6653		66		39
14.5		7111		80		55
15.5		7548		82		69
16.5		7985		86		71
17.5		8496		84		79
18.5		8948		115		74
19.5		9434		102		79
20.5		9902		129		89
21.5		10338		135		101
22.5		10801		137		83
23.5		11224		150		95
24.5		11661		172		127
25.5		12081		170		111
26.5		12494		195		117
27.5		13017		187		130
28.5		13516		197		123
29.5		13850		216		131
30.5		14252		205		146
31.5		14624		198		176
32.5		15044		248		165
33.5		15417		267		166
34.5		15776		297		194
35.5		16201		265		164
36.5		16556		310		186
37.5		16869		312		212
38.5		17273		330		211
39.5		17692		337		219
40.5		17918		324		231
41.5		18235		390		262
42.5		18641		415		227
43.5		19024		401		299
44.5		19334		418		237
45.5		19602		461		268
46.5		19831		471		299
47.5		20149		479		288
48.5		20425		541		296
49.5		20750		518		284
50.5		20964		537		337
51.5		21286		561		346
52.5		21522		579		335
53.5		21703		601		390
54.5		21965		623		377
55.5		22150		723		384
56.5		22395		685		388
57.5		22586		703		399
58.5		22726		720		415
59.5		23009		749		464
60.5		23200		791		485
61.5		23436		817		446
62.5		23530		829		480
63.5		23755		796		447
64.5		23931		879		494
65.5		24061		846		552
66.5		24151		925		529
67.5		24338		908		536
68.5		24448		957		556
69.5		24442		1020		546
70.5		24700		936		519
71.5		24766		1022		531
72.5		25000		1027		577
73.5		24897		998		573
74.5		25035		1076		606
75.5		25098		1107		613
76.5		25097		1086		632
77.5		25274		1043		612
78.5		25250		1109		654
79.5		25466		1060		662
80.5		25342		1191		673
81.5		25309		1167		699
82.5		25395		1132		691
83.5		25563		1161		689
84.5		25590		1177		729
85.5		25630		1165		770
86.5		25414		1240		714
87.5		25086		1166		718
88.5		24989		1174		756
89.5		24950		1122		701
