Abs(theta)	Type0		Type1		Type23
0.5		201		1		2
1.5		522		7		4
2.5		862		6		5
3.5		1249		17		7
4.5		1613		16		12
5.5		2045		27		11
6.5		2178		22		16
7.5		2635		31		18
8.5		3032		38		26
9.5		3330		38		26
10.5		3555		40		17
11.5		4010		43		37
12.5		4470		52		31
13.5		4671		46		36
14.5		5023		60		34
15.5		5529		60		42
16.5		5808		59		55
17.5		6015		83		53
18.5		6384		83		53
19.5		6735		76		66
20.5		7101		83		71
21.5		7262		87		66
22.5		7527		110		75
23.5		8027		112		69
24.5		8382		110		76
25.5		8631		115		85
26.5		8943		143		77
27.5		9104		131		81
28.5		9647		155		90
29.5		9769		166		118
30.5		10077		149		105
31.5		10329		162		100
32.5		10689		174		131
33.5		10850		197		104
34.5		11159		183		134
35.5		11567		202		167
36.5		11756		187		109
37.5		11907		244		130
38.5		12150		240		155
39.5		12756		241		156
40.5		12639		248		160
41.5		13117		263		157
42.5		13423		293		182
43.5		13643		325		159
44.5		13480		332		192
45.5		14038		344		174
46.5		14218		375		211
47.5		14486		355		210
48.5		14838		364		224
49.5		14877		385		211
50.5		15191		404		214
51.5		15220		435		257
52.5		15311		461		240
53.5		15429		445		272
54.5		15657		500		288
55.5		15828		459		267
56.5		15937		470		272
57.5		16158		537		303
58.5		16561		514		309
59.5		16333		540		328
60.5		16676		578		300
61.5		16676		575		291
62.5		16771		599		316
63.5		16801		611		329
64.5		17153		647		347
65.5		17132		641		356
66.5		17592		635		369
67.5		17359		705		386
68.5		17504		724		387
69.5		17643		741		400
70.5		17560		698		406
71.5		17775		773		396
72.5		17998		729		431
73.5		17756		761		435
74.5		18134		767		429
75.5		17762		755		439
76.5		17828		802		458
77.5		17947		821		464
78.5		18179		819		447
79.5		18157		875		444
80.5		18122		845		449
81.5		18196		830		493
82.5		18164		850		435
83.5		18266		872		451
84.5		18007		863		522
85.5		18239		862		479
86.5		18160		845		500
87.5		18233		846		515
88.5		18286		883		544
89.5		17634		871		554
