Abs(theta)	Type0		Type1		Type23
0.5		509		3		6
1.5		1525		14		11
2.5		2530		26		9
3.5		3514		34		21
4.5		4509		42		41
5.5		5514		57		39
6.5		6511		76		55
7.5		7477		92		48
8.5		8464		88		69
9.5		9515		101		62
10.5		10463		120		68
11.5		11448		114		82
12.5		12453		123		108
13.5		13359		149		104
14.5		14342		174		119
15.5		15335		185		122
16.5		16314		177		136
17.5		17189		217		153
18.5		18166		233		159
19.5		19087		220		141
20.5		19980		267		185
21.5		20898		267		191
22.5		21843		297		198
23.5		22742		308		201
24.5		23659		326		212
25.5		24539		348		231
26.5		25357		382		240
27.5		26289		376		253
28.5		27076		420		270
29.5		27871		426		305
30.5		28659		480		294
31.5		29544		508		300
32.5		30410		530		304
33.5		31198		556		319
34.5		32017		596		351
35.5		32656		626		366
36.5		33477		622		350
37.5		34263		625		396
38.5		34949		663		385
39.5		35636		727		452
40.5		36310		745		439
41.5		36936		816		476
42.5		37780		806		469
43.5		38243		878		483
44.5		39037		920		487
45.5		39664		926		555
46.5		40200		1009		547
47.5		40833		1044		611
48.5		41330		1070		577
49.5		41978		1084		592
50.5		42520		1138		624
51.5		42968		1149		631
52.5		43369		1311		698
53.5		43996		1314		669
54.5		44575		1316		721
55.5		45009		1348		733
56.5		45379		1450		801
57.5		45983		1427		776
58.5		46108		1533		823
59.5		46695		1579		877
60.5		47138		1597		873
61.5		47341		1614		928
62.5		47677		1726		918
63.5		48041		1840		919
64.5		48238		1839		927
65.5		48703		1835		919
66.5		48840		1937		1029
67.5		49263		1960		1014
68.5		49602		1938		1011
69.5		49861		1939		1037
70.5		50061		1957		1097
71.5		50133		2084		1095
72.5		50283		2082		1134
73.5		50544		2165		1169
74.5		50800		2248		1114
75.5		51092		2172		1214
76.5		51219		2269		1212
77.5		51274		2305		1217
78.5		51302		2277		1249
79.5		51563		2313		1235
80.5		51515		2324		1277
81.5		51722		2385		1316
82.5		51545		2420		1381
83.5		51309		2488		1357
84.5		51629		2450		1319
85.5		51664		2455		1378
86.5		51719		2501		1399
87.5		51635		2444		1424
88.5		51493		2538		1463
89.5		49957		2457		1433
