Abs(theta)	Type0		Type1		Type23
0.5		248		1		0
1.5		745		6		6
2.5		1226		12		11
3.5		1734		13		10
4.5		2234		14		19
5.5		2754		22		29
6.5		3201		29		28
7.5		3707		35		32
8.5		4186		35		33
9.5		4712		49		35
10.5		5162		43		53
11.5		5659		54		38
12.5		6142		75		46
13.5		6655		79		53
14.5		7118		73		66
15.5		7596		84		67
16.5		8081		85		63
17.5		8457		95		74
18.5		8986		119		79
19.5		9429		113		103
20.5		9920		102		72
21.5		10387		111		81
22.5		10828		146		120
23.5		11235		145		130
24.5		11666		173		120
25.5		12168		165		93
26.5		12567		178		133
27.5		12953		179		115
28.5		13431		190		136
29.5		13817		223		140
30.5		14250		212		164
31.5		14604		224		160
32.5		15011		234		167
33.5		15426		241		147
34.5		15860		252		173
35.5		16095		280		192
36.5		16544		292		202
37.5		16925		318		209
38.5		17253		333		210
39.5		17569		349		214
40.5		17915		370		242
41.5		18307		385		230
42.5		18639		365		234
43.5		18916		440		253
44.5		19220		453		272
45.5		19607		425		302
46.5		19898		483		251
47.5		20143		538		299
48.5		20461		517		323
49.5		20668		526		349
50.5		21012		558		336
51.5		21250		576		332
52.5		21523		578		356
53.5		21754		618		339
54.5		21997		645		415
55.5		22119		637		420
56.5		22393		701		412
57.5		22620		681		441
58.5		22804		754		421
59.5		23056		776		418
60.5		23239		754		490
61.5		23323		759		476
62.5		23554		804		449
63.5		23670		851		450
64.5		23771		854		490
65.5		24034		900		492
66.5		24178		914		516
67.5		24368		892		513
68.5		24430		948		524
69.5		24718		941		528
70.5		24669		956		549
71.5		24695		1000		582
72.5		24894		1044		588
73.5		24914		1061		611
74.5		25009		1043		597
75.5		25085		1071		666
76.5		25164		1109		625
77.5		25157		1127		650
78.5		25364		1051		642
79.5		25323		1148		647
80.5		25263		1105		652
81.5		25245		1154		711
82.5		25375		1166		683
83.5		25461		1179		699
84.5		25559		1099		689
85.5		25617		1207		736
86.5		25578		1159		724
87.5		24999		1149		706
88.5		24843		1144		732
89.5		24999		1136		701
