Abs(theta)	Type0		Type1		Type23
0.5		247		1		3
1.5		750		6		4
2.5		1257		5		10
3.5		1716		15		16
4.5		2243		23		17
5.5		2716		23		20
6.5		3226		23		22
7.5		3726		43		37
8.5		4187		47		34
9.5		4658		53		27
10.5		5234		36		50
11.5		5591		65		42
12.5		6162		62		50
13.5		6593		76		67
14.5		7082		81		70
15.5		7577		93		55
16.5		8015		97		87
17.5		8544		98		76
18.5		9013		90		91
19.5		9425		117		83
20.5		9961		109		78
21.5		10300		150		88
22.5		10846		108		87
23.5		11272		157		93
24.5		11639		179		104
25.5		12216		147		97
26.5		12576		154		115
27.5		12961		185		145
28.5		13387		184		133
29.5		13841		191		140
30.5		14201		255		151
31.5		14637		231		150
32.5		15116		219		157
33.5		15382		255		177
34.5		15813		279		183
35.5		16235		266		191
36.5		16582		305		209
37.5		16986		306		185
38.5		17241		342		220
39.5		17657		321		238
40.5		17908		372		240
41.5		18365		378		223
42.5		18571		441		246
43.5		19035		403		243
44.5		19269		409		269
45.5		19560		479		275
46.5		19971		474		298
47.5		20205		452		266
48.5		20483		520		296
49.5		20744		524		317
50.5		20932		569		339
51.5		21383		506		307
52.5		21490		590		351
53.5		21848		611		353
54.5		22118		615		385
55.5		22165		714		383
56.5		22433		662		395
57.5		22636		704		384
58.5		22799		710		457
59.5		23016		809		419
60.5		23197		749		446
61.5		23399		853		427
62.5		23694		764		482
63.5		23747		825		496
64.5		23919		837		503
65.5		24016		877		534
66.5		24187		936		525
67.5		24268		890		576
68.5		24489		950		515
69.5		24598		967		547
70.5		24722		964		609
71.5		24685		1017		599
72.5		24979		1010		579
73.5		24902		1116		625
74.5		25084		1060		626
75.5		25082		1060		616
76.5		25318		1134		622
77.5		25292		1040		652
78.5		25321		1083		620
79.5		25425		1082		692
80.5		25335		1172		634
81.5		25506		1100		650
82.5		25578		1121		704
83.5		25512		1134		677
84.5		25421		1189		770
85.5		25448		1220		740
86.5		25465		1152		743
87.5		25599		1222		751
88.5		25431		1179		769
89.5		24687		1140		717
