Abs(theta)	Type0		Type1		Type23
0.5		243		1		2
1.5		742		4		3
2.5		1247		9		8
3.5		1759		12		12
4.5		2262		22		17
5.5		2768		21		18
6.5		3220		29		26
7.5		3711		35		27
8.5		4182		34		36
9.5		4694		36		42
10.5		5178		45		48
11.5		5698		49		49
12.5		6138		60		51
13.5		6638		62		57
14.5		7101		81		70
15.5		7567		83		66
16.5		8063		86		69
17.5		8533		90		75
18.5		8976		108		75
19.5		9435		116		78
20.5		9890		130		82
21.5		10319		123		98
22.5		10814		135		96
23.5		11190		146		121
24.5		11688		163		119
25.5		12119		169		125
26.5		12572		152		110
27.5		13017		194		130
28.5		13446		177		127
29.5		13832		186		142
30.5		14262		230		142
31.5		14612		231		166
32.5		15065		238		139
33.5		15466		245		163
34.5		15779		275		182
35.5		16241		303		177
36.5		16522		321		194
37.5		16923		345		175
38.5		17299		322		235
39.5		17715		337		199
40.5		18025		355		239
41.5		18385		348		216
42.5		18658		413		254
43.5		18976		409		245
44.5		19275		419		275
45.5		19601		467		295
46.5		19921		474		282
47.5		20143		518		305
48.5		20507		512		326
49.5		20751		546		294
50.5		21047		550		367
51.5		21297		603		328
52.5		21468		600		343
53.5		21681		590		372
54.5		21984		653		383
55.5		22182		654		420
56.5		22527		676		373
57.5		22625		719		405
58.5		22885		710		439
59.5		23073		715		417
60.5		23207		744		456
61.5		23415		831		445
62.5		23660		827		469
63.5		23653		841		533
64.5		23955		846		472
65.5		24049		885		520
66.5		24178		884		542
67.5		24233		930		584
68.5		24454		960		581
69.5		24680		916		548
70.5		24729		1009		569
71.5		24812		1037		548
72.5		24912		1007		615
73.5		24923		1025		591
74.5		25100		1040		629
75.5		25176		1036		641
76.5		25205		1082		607
77.5		25337		1073		660
78.5		25311		1085		633
79.5		25522		1033		684
80.5		25398		1124		680
81.5		25442		1138		666
82.5		25386		1154		714
83.5		25516		1152		707
84.5		25538		1100		761
85.5		25669		1143		684
86.5		25921		1123		730
87.5		25522		1181		785
88.5		25537		1221		761
89.5		24510		1148		738
