Abs(theta)	Type0		Type1		Type23
0.5		249		0		3
1.5		744		5		4
2.5		1235		15		9
3.5		1743		16		17
4.5		2225		28		17
5.5		2732		26		21
6.5		3211		33		23
7.5		3694		37		37
8.5		4231		41		32
9.5		4694		37		46
10.5		5148		54		35
11.5		5694		68		35
12.5		6142		75		46
13.5		6645		63		58
14.5		7111		87		54
15.5		7580		65		67
16.5		8040		99		64
17.5		8537		93		75
18.5		9015		100		86
19.5		9469		108		90
20.5		9907		116		92
21.5		10383		119		76
22.5		10761		153		89
23.5		11308		128		85
24.5		11702		135		120
25.5		12145		158		105
26.5		12616		176		107
27.5		12979		180		145
28.5		13361		214		128
29.5		13854		205		151
30.5		14237		202		134
31.5		14615		232		157
32.5		15027		234		161
33.5		15352		274		174
34.5		15876		269		177
35.5		16103		314		190
36.5		16575		294		168
37.5		16893		314		231
38.5		17322		296		220
39.5		17642		349		198
40.5		17989		350		222
41.5		18348		349		256
42.5		18663		391		250
43.5		19007		418		284
44.5		19214		447		271
45.5		19512		469		315
46.5		19908		485		302
47.5		20158		489		303
48.5		20490		484		304
49.5		20693		541		298
50.5		21047		538		324
51.5		21297		563		347
52.5		21517		547		341
53.5		21671		695		382
54.5		22053		572		390
55.5		22265		672		439
56.5		22425		664		375
57.5		22631		732		410
58.5		22875		740		388
59.5		23001		792		412
60.5		23216		799		467
61.5		23411		786		474
62.5		23527		777		482
63.5		23759		821		469
64.5		23983		868		515
65.5		24099		890		514
66.5		24316		889		522
67.5		24443		923		543
68.5		24393		958		573
69.5		24541		984		590
70.5		24583		989		598
71.5		24801		1000		598
72.5		24940		1054		583
73.5		24989		1095		626
74.5		25072		1052		596
75.5		25226		1035		615
76.5		25120		1095		625
77.5		25278		1135		616
78.5		25405		1079		652
79.5		25355		1060		662
80.5		25235		1156		695
81.5		25464		1117		725
82.5		25620		1073		651
83.5		25516		1150		670
84.5		25536		1196		699
85.5		25623		1143		705
86.5		25588		1155		780
87.5		25390		1195		746
88.5		25448		1184		726
89.5		24602		1110		762
