Abs(theta)	Type0		Type1		Type23
0.5		508		6		4
1.5		1511		17		11
2.5		2485		38		23
3.5		3528		37		27
4.5		4500		43		35
5.5		5510		71		47
6.5		6503		60		56
7.5		7479		87		59
8.5		8485		85		75
9.5		9485		93		70
10.5		10445		115		80
11.5		11448		127		93
12.5		12400		128		101
13.5		13400		148		111
14.5		14336		169		117
15.5		15359		177		108
16.5		16255		187		132
17.5		17230		193		136
18.5		18118		226		169
19.5		19074		215		174
20.5		19986		269		165
21.5		20925		273		202
22.5		21849		269		195
23.5		22717		313		193
24.5		23555		354		211
25.5		24558		335		224
26.5		25367		387		245
27.5		26235		415		242
28.5		27048		454		233
29.5		27913		428		239
30.5		28772		446		276
31.5		29599		470		280
32.5		30434		509		323
33.5		31125		533		318
34.5		31964		527		380
35.5		32711		602		334
36.5		33502		619		376
37.5		34186		649		414
38.5		35004		683		380
39.5		35599		739		416
40.5		36445		756		450
41.5		37047		774		463
42.5		37722		784		456
43.5		38419		868		464
44.5		38999		886		488
45.5		39586		968		507
46.5		40282		944		557
47.5		40778		1036		565
48.5		41380		1090		584
49.5		41871		1100		625
50.5		42496		1152		625
51.5		43134		1143		659
52.5		43506		1269		666
53.5		43985		1247		749
54.5		44580		1304		726
55.5		44879		1431		746
56.5		45230		1491		749
57.5		45828		1442		830
58.5		46324		1507		836
59.5		46754		1547		824
60.5		46928		1664		871
61.5		47384		1688		893
62.5		47754		1749		861
63.5		48073		1795		923
64.5		48463		1800		931
65.5		48671		1834		1001
66.5		48865		1965		1068
67.5		49228		1968		1082
68.5		49482		1923		1039
69.5		49819		2022		1102
70.5		50048		2041		1099
71.5		50204		2158		1079
72.5		50309		2198		1120
73.5		50586		2179		1228
74.5		50717		2145		1202
75.5		50913		2196		1174
76.5		51085		2301		1184
77.5		51301		2223		1260
78.5		51256		2305		1246
79.5		51326		2369		1260
80.5		51537		2339		1287
81.5		51670		2348		1304
82.5		51580		2402		1316
83.5		51603		2409		1364
84.5		51694		2437		1392
85.5		51919		2459		1403
86.5		51639		2407		1412
87.5		51991		2355		1432
88.5		51463		2452		1518
89.5		49522		2407		1442
