Abs(theta)	Type0		Type1		Type23
0.5		185		2		2
1.5		519		6		9
2.5		849		6		4
3.5		1220		16		4
4.5		1590		16		13
5.5		1909		18		17
6.5		2235		33		28
7.5		2632		18		23
8.5		3016		24		13
9.5		3417		27		23
10.5		3680		44		20
11.5		4076		44		29
12.5		4486		49		28
13.5		4699		60		41
14.5		5029		61		45
15.5		5250		54		41
16.5		5779		62		41
17.5		6180		65		52
18.5		6279		91		52
19.5		6772		100		51
20.5		7144		87		59
21.5		7504		78		65
22.5		7783		89		72
23.5		8008		85		78
24.5		8305		131		71
25.5		8609		126		84
26.5		8930		118		79
27.5		9341		113		89
28.5		9674		169		101
29.5		9903		147		92
30.5		10116		153		117
31.5		10435		156		101
32.5		10770		183		111
33.5		10906		181		115
34.5		11459		197		110
35.5		11486		239		120
36.5		11865		207		122
37.5		11992		232		146
38.5		12356		244		143
39.5		12548		252		154
40.5		12992		260		153
41.5		13012		284		148
42.5		13315		304		195
43.5		13463		323		193
44.5		13697		312		179
45.5		14091		358		186
46.5		14426		348		205
47.5		14373		382		217
48.5		14595		389		219
49.5		14905		373		217
50.5		15216		396		230
51.5		14913		397		228
52.5		15348		434		255
53.5		15527		452		253
54.5		15687		449		255
55.5		15739		480		262
56.5		16004		485		291
57.5		16179		528		276
58.5		16213		549		292
59.5		16369		559		300
60.5		16622		579		288
61.5		16574		590		323
62.5		17174		599		331
63.5		16943		609		342
64.5		16829		614		347
65.5		17296		661		351
66.5		17163		716		351
67.5		17469		671		356
68.5		17532		726		382
69.5		17754		726		355
70.5		17744		684		374
71.5		17870		764		382
72.5		17790		778		402
73.5		17940		763		425
74.5		17635		771		425
75.5		17757		816		417
76.5		18024		787		437
77.5		18014		842		412
78.5		18076		864		482
79.5		18022		872		451
80.5		18239		840		453
81.5		18231		836		459
82.5		17998		813		446
83.5		18378		854		472
84.5		18263		823		484
85.5		18033		878		502
86.5		18166		900		538
87.5		18349		876		519
88.5		18294		846		519
89.5		17417		860		545
