Abs(theta)	Type0		Type1		Type23
0.5		250		3		2
1.5		743		8		3
2.5		1251		19		12
3.5		1710		21		9
4.5		2215		28		19
5.5		2719		28		17
6.5		3261		26		19
7.5		3705		41		34
8.5		4215		40		36
9.5		4657		48		35
10.5		5212		55		38
11.5		5665		57		45
12.5		6164		75		44
13.5		6640		61		46
14.5		7090		79		55
15.5		7616		84		63
16.5		8044		85		69
17.5		8515		92		58
18.5		8977		95		82
19.5		9398		102		73
20.5		9865		125		81
21.5		10336		135		96
22.5		10784		131		102
23.5		11249		127		102
24.5		11661		149		120
25.5		12108		157		120
26.5		12506		181		128
27.5		13003		180		145
28.5		13434		192		136
29.5		13814		205		122
30.5		14196		245		144
31.5		14660		214		180
32.5		14986		246		158
33.5		15402		248		178
34.5		15730		268		191
35.5		16227		277		178
36.5		16598		281		183
37.5		16838		337		205
38.5		17226		338		214
39.5		17586		352		228
40.5		17947		358		240
41.5		18278		379		227
42.5		18619		423		252
43.5		18953		416		253
44.5		19319		409		250
45.5		19579		464		281
46.5		19880		447		291
47.5		20158		467		294
48.5		20428		504		304
49.5		20657		545		322
50.5		21022		589		295
51.5		21284		550		371
52.5		21549		562		368
53.5		21818		586		346
54.5		22019		654		379
55.5		22281		642		395
56.5		22368		697		384
57.5		22630		720		407
58.5		22807		753		408
59.5		23021		740		456
60.5		23190		783		467
61.5		23396		846		483
62.5		23589		832		462
63.5		23761		829		513
64.5		23890		861		523
65.5		24091		866		492
66.5		24229		902		502
67.5		24308		877		546
68.5		24498		926		533
69.5		24505		1010		550
70.5		24658		992		574
71.5		24745		1014		573
72.5		24782		1025		603
73.5		24893		1038		580
74.5		25016		983		588
75.5		25018		1046		624
76.5		25231		1089		617
77.5		25164		1080		629
78.5		25348		1175		623
79.5		25235		1087		629
80.5		25329		1162		666
81.5		25357		1168		652
82.5		25521		1180		703
83.5		25464		1183		692
84.5		25442		1207		729
85.5		25610		1190		709
86.5		25638		1137		720
87.5		25110		1212		708
88.5		25006		1125		776
89.5		24744		1159		732
