Abs(theta)	Type0		Type1		Type23
0.5		247		5		2
1.5		738		5		9
2.5		1251		13		9
3.5		1730		18		13
4.5		2218		33		15
5.5		2739		16		28
6.5		3242		34		22
7.5		3710		38		28
8.5		4220		46		31
9.5		4710		45		31
10.5		5144		54		49
11.5		5647		53		42
12.5		6121		62		62
13.5		6641		60		49
14.5		7077		68		67
15.5		7552		75		67
16.5		8056		91		71
17.5		8534		104		76
18.5		9004		98		51
19.5		9446		115		73
20.5		9917		125		84
21.5		10394		107		82
22.5		10788		149		91
23.5		11258		121		99
24.5		11724		165		114
25.5		12103		155		118
26.5		12576		176		130
27.5		12977		174		130
28.5		13361		207		155
29.5		13805		205		131
30.5		14229		213		122
31.5		14577		231		143
32.5		15005		258		165
33.5		15418		275		163
34.5		15822		268		174
35.5		16122		327		173
36.5		16573		300		209
37.5		16919		305		209
38.5		17258		322		219
39.5		17591		348		235
40.5		17900		376		228
41.5		18332		393		232
42.5		18621		381		240
43.5		18894		451		246
44.5		19334		406		225
45.5		19535		450		297
46.5		19885		469		253
47.5		20138		496		291
48.5		20536		500		319
49.5		20812		505		295
50.5		21082		528		299
51.5		21183		580		359
52.5		21553		610		313
53.5		21865		603		354
54.5		21973		646		375
55.5		22174		662		381
56.5		22408		681		391
57.5		22566		736		408
58.5		22822		720		425
59.5		23003		780		451
60.5		23197		790		461
61.5		23404		799		455
62.5		23605		809		490
63.5		23729		822		470
64.5		23927		825		552
65.5		24014		905		498
66.5		24208		890		521
67.5		24314		920		499
68.5		24449		941		550
69.5		24641		956		568
70.5		24717		965		556
71.5		24770		980		622
72.5		25000		999		592
73.5		24977		1008		614
74.5		24973		1045		657
75.5		25098		1110		594
76.5		25172		1126		692
77.5		25181		1097		638
78.5		25186		1153		637
79.5		25321		1138		600
80.5		25341		1109		613
81.5		25340		1122		683
82.5		25529		1161		686
83.5		25352		1150		698
84.5		25555		1162		660
85.5		25447		1174		726
86.5		25256		1169		785
87.5		25135		1119		720
88.5		24186		1182		759
89.5		23229		1046		712
