Abs(theta)	Type0		Type1		Type23
0.5		494		4		7
1.5		1509		15		12
2.5		2507		31		16
3.5		3505		36		24
4.5		4470		59		34
5.5		5483		55		39
6.5		6527		55		46
7.5		7513		88		51
8.5		8473		95		64
9.5		9457		103		55
10.5		10425		124		72
11.5		11466		116		96
12.5		12377		147		90
13.5		13334		151		111
14.5		14363		162		129
15.5		15268		180		120
16.5		16306		176		146
17.5		17218		203		125
18.5		18209		211		152
19.5		19126		221		140
20.5		19972		256		187
21.5		20843		303		196
22.5		21762		298		195
23.5		22762		308		213
24.5		23590		348		198
25.5		24527		306		211
26.5		25280		359		262
27.5		26286		382		245
28.5		27091		375		270
29.5		27976		444		274
30.5		28717		454		308
31.5		29544		485		301
32.5		30363		510		318
33.5		31208		535		325
34.5		31999		575		356
35.5		32691		575		370
36.5		33362		636		347
37.5		34116		676		383
38.5		34915		675		428
39.5		35583		728		437
40.5		36323		765		455
41.5		37027		781		432
42.5		37535		822		469
43.5		38298		858		481
44.5		38945		916		508
45.5		39579		929		538
46.5		40225		970		587
47.5		40729		1062		567
48.5		41335		1062		579
49.5		41953		1089		629
50.5		42360		1183		643
51.5		42906		1184		685
52.5		43422		1204		718
53.5		44084		1256		707
54.5		44443		1293		713
55.5		44853		1382		770
56.5		45275		1411		798
57.5		45834		1465		797
58.5		46244		1482		864
59.5		46582		1538		856
60.5		46909		1584		857
61.5		47214		1664		859
62.5		47676		1688		919
63.5		48034		1768		831
64.5		48302		1840		996
65.5		48510		1834		1020
66.5		49002		1875		1026
67.5		49145		1962		1120
68.5		49475		1943		1032
69.5		49711		1966		1083
70.5		49863		2057		1057
71.5		50176		2037		1086
72.5		50110		2146		1119
73.5		50257		2296		1196
74.5		50723		2123		1219
75.5		50827		2194		1094
76.5		51076		2232		1205
77.5		51043		2304		1214
78.5		51015		2310		1246
79.5		51344		2255		1257
80.5		51420		2383		1273
81.5		51591		2440		1248
82.5		51461		2406		1275
83.5		51554		2462		1331
84.5		51646		2327		1439
85.5		51303		2441		1384
86.5		51140		2409		1356
87.5		50532		2425		1492
88.5		49424		2357		1413
89.5		47185		2236		1395
