Abs(theta)	Type0		Type1		Type23
0.5		250		1		1
1.5		740		8		4
2.5		1228		17		9
3.5		1741		23		18
4.5		2246		13		12
5.5		2743		15		17
6.5		3202		34		21
7.5		3732		37		20
8.5		4211		51		29
9.5		4666		51		31
10.5		5173		49		43
11.5		5668		52		38
12.5		6176		54		52
13.5		6643		72		48
14.5		7086		80		62
15.5		7558		76		69
16.5		8067		91		76
17.5		8499		101		74
18.5		8970		113		81
19.5		9424		117		77
20.5		9888		126		92
21.5		10323		129		83
22.5		10820		141		104
23.5		11219		158		105
24.5		11728		146		104
25.5		12154		143		112
26.5		12505		182		138
27.5		13002		178		130
28.5		13394		193		149
29.5		13793		203		150
30.5		14250		209		132
31.5		14589		228		150
32.5		15031		235		157
33.5		15437		275		181
34.5		15825		293		173
35.5		16195		265		192
36.5		16530		282		201
37.5		16917		300		200
38.5		17166		368		249
39.5		17649		346		222
40.5		17956		368		235
41.5		18314		385		224
42.5		18704		375		260
43.5		18958		443		240
44.5		19274		443		261
45.5		19599		451		257
46.5		19865		470		303
47.5		20115		497		289
48.5		20450		530		324
49.5		20835		536		326
50.5		21019		533		361
51.5		21236		597		354
52.5		21597		556		344
53.5		21693		632		382
54.5		22018		619		358
55.5		22273		636		357
56.5		22388		675		402
57.5		22593		740		417
58.5		22804		758		417
59.5		23126		779		401
60.5		23252		724		457
61.5		23498		751		456
62.5		23615		807		465
63.5		23701		880		499
64.5		23825		870		517
65.5		24115		829		511
66.5		24091		941		532
67.5		24476		887		527
68.5		24457		934		581
69.5		24546		950		563
70.5		24639		1007		570
71.5		24675		1014		585
72.5		24945		1015		555
73.5		25048		1027		587
74.5		25087		1024		638
75.5		25083		1070		585
76.5		25302		1056		629
77.5		25314		1071		653
78.5		25345		1083		638
79.5		25362		1163		662
80.5		25461		1068		677
81.5		25451		1143		672
82.5		25440		1119		688
83.5		25453		1165		667
84.5		25539		1126		726
85.5		25469		1167		731
86.5		25598		1184		734
87.5		25420		1100		802
88.5		25572		1147		822
89.5		24711		1125		753
