Abs(theta)	Type0		Type1		Type23
0.5		253		6		2
1.5		734		10		7
2.5		1225		14		14
3.5		1718		17		14
4.5		2221		26		20
5.5		2719		29		22
6.5		3237		34		28
7.5		3727		33		28
8.5		4200		50		40
9.5		4688		50		45
10.5		5174		41		27
11.5		5637		66		35
12.5		6134		66		49
13.5		6629		59		59
14.5		7115		68		63
15.5		7605		71		67
16.5		8078		85		72
17.5		8553		87		72
18.5		8956		104		86
19.5		9427		106		81
20.5		9912		127		93
21.5		10345		138		96
22.5		10773		149		106
23.5		11244		164		117
24.5		11702		147		116
25.5		12147		157		107
26.5		12591		185		133
27.5		12913		191		133
28.5		13461		178		130
29.5		13837		187		120
30.5		14241		226		142
31.5		14605		241		161
32.5		15004		271		171
33.5		15472		236		172
34.5		15742		286		190
35.5		16152		273		182
36.5		16628		250		193
37.5		16952		326		205
38.5		17245		330		200
39.5		17680		344		195
40.5		17995		356		261
41.5		18280		387		228
42.5		18611		403		238
43.5		18939		437		254
44.5		19371		440		281
45.5		19570		427		270
46.5		19860		498		280
47.5		20210		507		309
48.5		20463		500		314
49.5		20796		544		350
50.5		21016		574		357
51.5		21241		586		342
52.5		21542		588		373
53.5		21777		613		383
54.5		22008		647		397
55.5		22196		645		376
56.5		22317		684		365
57.5		22690		659		416
58.5		22978		648		412
59.5		23062		738		418
60.5		23226		747		474
61.5		23424		747		481
62.5		23602		811		487
63.5		23650		932		475
64.5		23854		883		467
65.5		24081		894		476
66.5		24115		908		515
67.5		24267		894		531
68.5		24504		940		538
69.5		24570		966		552
70.5		24585		1053		565
71.5		24840		982		529
72.5		24932		1000		568
73.5		24893		1042		603
74.5		25011		1073		634
75.5		25234		1034		551
76.5		25259		1084		599
77.5		25167		1130		626
78.5		25355		1095		684
79.5		25375		1153		646
80.5		25376		1124		678
81.5		25385		1129		661
82.5		25405		1130		749
83.5		25663		1153		685
84.5		25488		1169		705
85.5		25614		1130		691
86.5		25575		1176		718
87.5		25066		1192		739
88.5		25143		1163		708
89.5		24824		1162		736
