Abs(theta)	Type0		Type1		Type23
0.5		240		2		3
1.5		735		5		6
2.5		1251		9		7
3.5		1729		15		12
4.5		2198		28		26
5.5		2693		27		17
6.5		3214		39		17
7.5		3677		35		28
8.5		4157		46		35
9.5		4666		42		41
10.5		5121		48		41
11.5		5648		51		42
12.5		6093		64		49
13.5		6539		71		46
14.5		7058		78		44
15.5		7498		81		63
16.5		7976		90		69
17.5		8474		92		77
18.5		8860		130		89
19.5		9377		99		86
20.5		9797		126		66
21.5		10240		143		99
22.5		10658		143		94
23.5		11161		135		112
24.5		11604		115		111
25.5		11998		152		129
26.5		12406		157		143
27.5		12821		192		142
28.5		13307		163		151
29.5		13700		202		138
30.5		14071		239		141
31.5		14543		231		153
32.5		14880		245		169
33.5		15295		274		185
34.5		15665		266		178
35.5		16006		299		189
36.5		16363		307		202
37.5		16701		283		209
38.5		17074		352		220
39.5		17449		334		207
40.5		17819		346		229
41.5		18140		393		234
42.5		18389		418		274
43.5		18802		399		227
44.5		19085		441		254
45.5		19434		480		285
46.5		19625		496		337
47.5		19976		462		296
48.5		20173		536		311
49.5		20602		498		315
50.5		20719		549		321
51.5		21024		595		372
52.5		21236		635		323
53.5		21613		580		372
54.5		21896		606		393
55.5		22051		644		373
56.5		22240		681		397
57.5		22270		707		443
58.5		22700		731		396
59.5		22824		745		459
60.5		22966		771		467
61.5		23143		811		490
62.5		23258		842		462
63.5		23493		858		475
64.5		23677		863		499
65.5		23811		882		520
66.5		23955		920		487
67.5		24014		974		520
68.5		24287		873		562
69.5		24287		959		535
70.5		24370		1004		531
71.5		24541		978		578
72.5		24556		1061		562
73.5		24701		1023		572
74.5		24888		1059		589
75.5		24882		1084		606
76.5		24936		1103		601
77.5		24969		1138		632
78.5		25038		1054		677
79.5		25183		1096		660
80.5		25253		1113		640
81.5		25111		1190		714
82.5		25281		1112		699
83.5		25076		1107		712
84.5		25258		1182		684
85.5		25410		1173		720
86.5		25433		1167		724
87.5		25452		1166		721
88.5		25225		1193		769
89.5		24351		1161		665
