Abs(theta)	Type0		Type1		Type23
0.5		250		2		3
1.5		748		4		4
2.5		1244		7		6
3.5		1730		14		12
4.5		2257		18		17
5.5		2726		28		31
6.5		3217		37		20
7.5		3693		45		26
8.5		4221		48		29
9.5		4668		45		38
10.5		5161		55		48
11.5		5635		60		43
12.5		6153		67		39
13.5		6619		77		50
14.5		7131		69		56
15.5		7616		78		60
16.5		8054		107		55
17.5		8529		84		74
18.5		9016		105		75
19.5		9409		113		80
20.5		9889		123		83
21.5		10280		142		99
22.5		10797		144		107
23.5		11282		146		105
24.5		11670		164		94
25.5		12170		146		119
26.5		12541		170		134
27.5		12914		186		138
28.5		13437		202		120
29.5		13805		214		151
30.5		14235		210		137
31.5		14655		214		147
32.5		14994		263		195
33.5		15463		263		179
34.5		15820		235		198
35.5		16185		289		197
36.5		16509		307		212
37.5		16968		310		190
38.5		17298		308		189
39.5		17623		323		211
40.5		18039		353		226
41.5		18283		368		253
42.5		18678		379		249
43.5		19001		387		242
44.5		19354		404		266
45.5		19604		446		237
46.5		19864		462		277
47.5		20187		485		307
48.5		20328		518		317
49.5		20739		522		331
50.5		21051		553		335
51.5		21223		589		347
52.5		21528		571		383
53.5		21679		582		341
54.5		22056		615		339
55.5		22140		657		386
56.5		22486		668		385
57.5		22591		706		399
58.5		22886		705		408
59.5		23098		717		447
60.5		23163		789		442
61.5		23494		765		448
62.5		23637		799		469
63.5		23747		885		486
64.5		23865		882		503
65.5		24083		865		515
66.5		24210		886		502
67.5		24272		957		548
68.5		24612		921		495
69.5		24429		988		581
70.5		24732		975		554
71.5		24784		1003		583
72.5		24959		1011		591
73.5		25021		994		580
74.5		25079		1007		596
75.5		25098		1055		600
76.5		25207		1033		648
77.5		25199		1107		642
78.5		25266		1080		690
79.5		25304		1075		692
80.5		25499		1071		637
81.5		25503		1206		701
82.5		25425		1167		698
83.5		25466		1161		682
84.5		25691		1169		705
85.5		25519		1180		721
86.5		25471		1193		765
87.5		25174		1138		748
88.5		25006		1124		746
89.5		25103		1135		672
