Abs(theta)	Type0		Type1		Type23
0.5		249		4		4
1.5		739		11		2
2.5		1241		9		10
3.5		1732		17		12
4.5		2222		20		19
5.5		2700		27		23
6.5		3203		34		31
7.5		3694		36		46
8.5		4189		45		21
9.5		4746		45		34
10.5		5164		61		48
11.5		5584		63		52
12.5		6144		52		47
13.5		6602		90		39
14.5		7067		65		54
15.5		7537		62		44
16.5		8013		84		74
17.5		8458		89		71
18.5		8976		110		79
19.5		9411		114		62
20.5		9868		119		89
21.5		10282		135		84
22.5		10786		130		98
23.5		11170		149		110
24.5		11625		143		91
25.5		12102		147		114
26.5		12586		171		116
27.5		12910		198		133
28.5		13344		199		139
29.5		13737		205		163
30.5		14131		252		141
31.5		14597		214		188
32.5		14957		228		154
33.5		15330		262		175
34.5		15727		283		180
35.5		16165		259		208
36.5		16473		295		212
37.5		16896		290		185
38.5		17187		331		195
39.5		17612		350		211
40.5		17981		329		244
41.5		18264		346		219
42.5		18535		380		244
43.5		18788		445		292
44.5		19130		424		276
45.5		19572		432		278
46.5		19778		490		287
47.5		20056		466		297
48.5		20373		545		328
49.5		20749		523		307
50.5		20900		542		353
51.5		21285		553		326
52.5		21479		592		339
53.5		21684		646		374
54.5		21907		675		386
55.5		22178		639		355
56.5		22385		701		380
57.5		22480		704		403
58.5		22736		751		407
59.5		22945		707		400
60.5		23151		728		460
61.5		23356		739		472
62.5		23614		769		495
63.5		23722		792		505
64.5		23740		897		503
65.5		23896		888		480
66.5		24043		967		510
67.5		24179		886		550
68.5		24364		943		531
69.5		24477		958		582
70.5		24534		995		585
71.5		24707		996		564
72.5		24677		965		597
73.5		24996		987		561
74.5		24861		1058		642
75.5		25001		1114		602
76.5		25009		1085		615
77.5		25172		1064		644
78.5		25230		1082		605
79.5		25220		1150		689
80.5		25288		1107		637
81.5		25327		1139		657
82.5		25492		1151		669
83.5		25353		1135		659
84.5		25295		1134		729
85.5		25260		1230		674
86.5		25255		1098		724
87.5		24751		1163		745
88.5		24407		1142		714
89.5		23202		1036		739
