Abs(theta)	Type0		Type1		Type23
0.5		197		1		0
1.5		503		7		7
2.5		850		13		7
3.5		1216		12		12
4.5		1569		19		11
5.5		1954		15		17
6.5		2307		19		13
7.5		2637		23		19
8.5		2993		39		26
9.5		3408		34		29
10.5		3685		48		35
11.5		4085		45		33
12.5		4442		45		33
13.5		4705		69		32
14.5		5096		59		31
15.5		5374		65		44
16.5		5755		64		53
17.5		6098		70		50
18.5		6454		63		45
19.5		6860		81		67
20.5		7092		108		51
21.5		7276		87		60
22.5		7946		106		62
23.5		7974		109		78
24.5		8361		113		78
25.5		8586		114		89
26.5		8975		125		96
27.5		9167		128		99
28.5		9643		124		76
29.5		10012		183		95
30.5		10145		176		122
31.5		10236		162		135
32.5		10653		182		103
33.5		10954		207		110
34.5		11325		218		102
35.5		11657		220		118
36.5		11767		234		157
37.5		12055		251		139
38.5		12312		237		144
39.5		12532		264		133
40.5		12751		268		151
41.5		12972		261		159
42.5		13286		312		175
43.5		13372		306		194
44.5		13875		344		171
45.5		13830		327		190
46.5		14321		340		179
47.5		14588		352		191
48.5		14756		388		205
49.5		14814		430		224
50.5		14978		417		214
51.5		14937		437		233
52.5		15433		425		237
53.5		15316		443		263
54.5		15669		507		258
55.5		15899		478		277
56.5		16053		485		274
57.5		16039		511		289
58.5		16308		588		282
59.5		16561		551		261
60.5		16775		573		324
61.5		16597		590		319
62.5		16867		614		306
63.5		16886		637		360
64.5		17023		623		342
65.5		17350		655		323
66.5		17134		645		376
67.5		17374		664		374
68.5		17437		659		379
69.5		17257		698		370
70.5		17319		729		411
71.5		17470		815		406
72.5		17808		747		413
73.5		17845		785		399
74.5		17989		789		428
75.5		17838		803		418
76.5		18200		805		476
77.5		18069		801		463
78.5		18270		824		419
79.5		18323		838		428
80.5		18303		849		486
81.5		18061		842		468
82.5		18004		836		492
83.5		18353		869		481
84.5		18488		879		496
85.5		18176		907		519
86.5		17955		910		544
87.5		18324		862		493
88.5		18391		835		517
89.5		17650		827		516
