Abs(theta)	Type0		Type1		Type23
0.5		252		4		3
1.5		748		11		3
2.5		1234		13		4
3.5		1751		14		14
4.5		2221		23		17
5.5		2731		17		16
6.5		3232		28		17
7.5		3718		33		31
8.5		4177		52		35
9.5		4700		64		33
10.5		5180		47		47
11.5		5684		51		48
12.5		6149		59		59
13.5		6643		80		61
14.5		7082		77		50
15.5		7600		70		64
16.5		8078		84		75
17.5		8527		115		77
18.5		8993		109		78
19.5		9438		93		88
20.5		9922		118		90
21.5		10358		143		85
22.5		10838		159		98
23.5		11250		155		106
24.5		11660		150		112
25.5		12073		158		116
26.5		12560		170		123
27.5		13001		177		124
28.5		13385		199		144
29.5		13823		218		118
30.5		14222		240		147
31.5		14648		247		153
32.5		15038		226		172
33.5		15438		286		193
34.5		15758		296		199
35.5		16191		264		184
36.5		16600		310		193
37.5		16965		299		201
38.5		17227		307		223
39.5		17610		315		209
40.5		18027		354		222
41.5		18272		387		252
42.5		18624		400		245
43.5		18964		426		230
44.5		19254		404		259
45.5		19601		457		287
46.5		19845		477		309
47.5		20153		547		299
48.5		20464		486		306
49.5		20734		539		334
50.5		21029		513		319
51.5		21306		560		342
52.5		21573		603		324
53.5		21829		589		364
54.5		22023		614		389
55.5		22213		681		398
56.5		22413		693		408
57.5		22615		758		410
58.5		22810		760		404
59.5		23139		740		429
60.5		23330		743		472
61.5		23445		803		467
62.5		23527		846		480
63.5		23827		795		493
64.5		23825		833		489
65.5		24234		820		473
66.5		24213		883		505
67.5		24219		927		534
68.5		24409		929		555
69.5		24633		904		517
70.5		24707		1000		561
71.5		24794		1017		548
72.5		24794		1053		568
73.5		24982		1028		595
74.5		25102		1055		586
75.5		25162		1065		612
76.5		25161		1120		639
77.5		25208		1107		617
78.5		25312		1148		677
79.5		25427		1135		647
80.5		25462		1130		677
81.5		25436		1103		627
82.5		25354		1220		666
83.5		25639		1104		698
84.5		25581		1115		737
85.5		25528		1178		747
86.5		25710		1163		727
87.5		25521		1170		728
88.5		25520		1139		776
89.5		24620		1113		760
