Abs(theta)	Type0		Type1		Type23
0.5		248		2		3
1.5		735		7		10
2.5		1248		15		8
3.5		1728		14		18
4.5		2242		23		17
5.5		2729		22		16
6.5		3220		28		29
7.5		3700		52		21
8.5		4218		37		27
9.5		4695		43		34
10.5		5171		54		41
11.5		5663		62		53
12.5		6142		66		47
13.5		6652		67		68
14.5		7108		82		51
15.5		7583		79		76
16.5		8022		101		59
17.5		8550		108		66
18.5		8966		118		82
19.5		9427		94		91
20.5		9896		123		89
21.5		10370		117		90
22.5		10846		144		75
23.5		11316		124		94
24.5		11688		142		100
25.5		12073		187		155
26.5		12570		176		115
27.5		13033		161		143
28.5		13433		222		156
29.5		13791		244		126
30.5		14161		229		139
31.5		14618		245		146
32.5		15068		221		180
33.5		15385		279		157
34.5		15843		241		180
35.5		16190		273		170
36.5		16593		324		199
37.5		16928		301		188
38.5		17294		319		202
39.5		17675		352		216
40.5		18080		333		235
41.5		18363		391		225
42.5		18671		362		256
43.5		19016		394		230
44.5		19305		457		292
45.5		19571		469		266
46.5		19816		498		308
47.5		20137		461		278
48.5		20455		496		336
49.5		20772		551		284
50.5		20968		560		324
51.5		21284		563		343
52.5		21526		639		368
53.5		21689		618		377
54.5		22023		637		385
55.5		22230		695		370
56.5		22411		703		404
57.5		22589		708		423
58.5		22735		777		446
59.5		23023		735		438
60.5		23300		717		470
61.5		23455		823		463
62.5		23524		807		481
63.5		23719		796		494
64.5		23996		828		445
65.5		24080		865		540
66.5		24086		936		540
67.5		24435		916		528
68.5		24511		906		523
69.5		24549		953		558
70.5		24738		1018		586
71.5		24745		992		546
72.5		24991		1024		606
73.5		24924		1040		635
74.5		25082		1094		635
75.5		25214		1081		622
76.5		25238		1136		621
77.5		25330		1111		609
78.5		25303		1162		675
79.5		25401		1153		654
80.5		25506		1138		664
81.5		25435		1146		644
82.5		25544		1107		710
83.5		25539		1181		690
84.5		25448		1153		724
85.5		25413		1120		747
86.5		25205		1170		774
87.5		25688		1159		744
88.5		25388		1187		784
89.5		24430		1142		760
