Abs(theta)	Type0		Type1		Type23
0.5		246		2		2
1.5		748		9		3
2.5		1238		14		10
3.5		1728		19		15
4.5		2245		34		17
5.5		2721		27		17
6.5		3221		30		21
7.5		3706		39		34
8.5		4230		44		29
9.5		4678		61		50
10.5		5180		41		37
11.5		5669		65		33
12.5		6112		56		59
13.5		6619		77		69
14.5		7089		85		54
15.5		7572		71		59
16.5		8073		75		72
17.5		8474		99		71
18.5		8995		88		69
19.5		9427		108		90
20.5		9913		101		87
21.5		10327		130		101
22.5		10768		144		99
23.5		11253		159		82
24.5		11717		151		111
25.5		12125		173		107
26.5		12551		172		146
27.5		12925		209		118
28.5		13435		201		148
29.5		13810		208		135
30.5		14218		229		134
31.5		14660		245		142
32.5		15033		221		147
33.5		15431		260		156
34.5		15851		280		184
35.5		16152		282		183
36.5		16547		283		183
37.5		16887		312		205
38.5		17303		319		194
39.5		17656		325		188
40.5		17994		376		206
41.5		18336		376		257
42.5		18684		411		249
43.5		19027		403		248
44.5		19264		444		291
45.5		19588		459		283
46.5		19878		471		294
47.5		20123		471		297
48.5		20453		532		300
49.5		20736		515		320
50.5		21001		602		314
51.5		21217		591		326
52.5		21475		577		361
53.5		21767		638		348
54.5		22046		630		384
55.5		22214		610		391
56.5		22438		627		376
57.5		22642		744		382
58.5		22812		705		400
59.5		23031		739		458
60.5		23203		723		453
61.5		23504		795		439
62.5		23587		795		457
63.5		23747		864		500
64.5		23874		838		517
65.5		24186		873		500
66.5		24144		938		540
67.5		24254		933		537
68.5		24464		922		516
69.5		24506		959		534
70.5		24656		1018		553
71.5		24771		1002		561
72.5		24874		999		564
73.5		24862		1066		633
74.5		25018		1055		626
75.5		25110		1032		606
76.5		25104		1083		589
77.5		25259		1101		648
78.5		25326		1094		652
79.5		25398		1096		654
80.5		25501		1070		681
81.5		25314		1165		677
82.5		25348		1151		741
83.5		25414		1164		712
84.5		25419		1155		741
85.5		25313		1189		775
86.5		25215		1163		761
87.5		25012		1102		728
88.5		24546		1118		770
89.5		23278		1096		738
